image = 00259; scale_factor = 0.76538; x =  655; y = 786; confidence = 0.00; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00292; scale_factor = 1.87460; x =  485; y = 558; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00292; scale_factor = 1.87460; x =  794; y =  53; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00292; scale_factor = 1.87460; x =  849; y = 210; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00293; scale_factor = 0.31250; x = 1290; y = 333; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00293; scale_factor = 0.76538; x = 1093; y = 395; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00293; scale_factor = 0.76538; x = 1269; y =  71; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00293; scale_factor = 0.76538; x = 1336; y = 352; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00293; scale_factor = 0.76538; x =  944; y = 574; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00293; scale_factor = 1.19782; x = 1021; y = 214; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00293; scale_factor = 1.19782; x = 1084; y = 500; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00293; scale_factor = 1.19782; x =   73; y = 166; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00293; scale_factor = 1.19782; x =   75; y = 541; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00293; scale_factor = 1.19782; x =  795; y = 430; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00293; scale_factor = 1.87460; x =  101; y =  91; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00293; scale_factor = 1.87460; x = 1090; y = 111; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00293; scale_factor = 1.87460; x = 1219; y = 746; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00293; scale_factor = 1.87460; x = 1274; y = 105; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00293; scale_factor = 1.87460; x = 1329; y = 217; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00293; scale_factor = 1.87460; x =  153; y = 297; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00293; scale_factor = 1.87460; x =  159; y = 106; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00293; scale_factor = 1.87460; x =  247; y = 503; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00293; scale_factor = 1.87460; x =  265; y = 741; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00293; scale_factor = 1.87460; x =  328; y = 728; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00293; scale_factor = 1.87460; x =  672; y = 317; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00293; scale_factor = 1.87460; x =  784; y = 269; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00293; scale_factor = 1.87460; x =  855; y = 538; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00293; scale_factor = 1.87460; x =  906; y = 356; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00294; scale_factor = 0.31250; x = 1293; y = 340; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00294; scale_factor = 0.76538; x =  660; y = 573; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00294; scale_factor = 0.76538; x =  751; y = 770; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00294; scale_factor = 0.76538; x =  786; y = 655; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00294; scale_factor = 1.19782; x = 1164; y = 161; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00294; scale_factor = 1.19782; x = 1334; y = 312; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00294; scale_factor = 1.19782; x =  400; y = 594; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00294; scale_factor = 1.19782; x =  500; y = 420; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00294; scale_factor = 1.19782; x =  500; y = 660; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00294; scale_factor = 1.19782; x =  557; y = 588; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00294; scale_factor = 1.19782; x =  682; y =  76; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00294; scale_factor = 1.19782; x =  996; y = 415; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00294; scale_factor = 1.87460; x = 1041; y = 263; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00294; scale_factor = 1.87460; x = 1115; y = 327; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00294; scale_factor = 1.87460; x = 1153; y = 650; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00294; scale_factor = 1.87460; x =  117; y = 753; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00294; scale_factor = 1.87460; x = 1307; y =  95; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00294; scale_factor = 1.87460; x = 1322; y = 360; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00294; scale_factor = 1.87460; x =  165; y = 238; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00294; scale_factor = 1.87460; x =  210; y = 370; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00294; scale_factor = 1.87460; x =  315; y = 793; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00294; scale_factor = 1.87460; x =  316; y = 635; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00294; scale_factor = 1.87460; x =  377; y = 518; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00294; scale_factor = 1.87460; x =  411; y = 789; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00294; scale_factor = 1.87460; x =  471; y = 161; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00294; scale_factor = 1.87460; x =   49; y = 795; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00294; scale_factor = 1.87460; x =  667; y = 555; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00294; scale_factor = 1.87460; x =  689; y =  97; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00294; scale_factor = 1.87460; x =  763; y = 513; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00294; scale_factor = 1.87460; x =  850; y = 582; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00294; scale_factor = 1.87460; x =  954; y = 263; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00294; scale_factor = 1.87460; x =  954; y = 477; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00295; scale_factor = 0.31250; x =  620; y = 312; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00295; scale_factor = 0.48906; x =  552; y = 341; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00295; scale_factor = 0.76538; x =  280; y = 636; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00295; scale_factor = 0.76538; x =  429; y = 229; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00295; scale_factor = 1.19782; x = 1152; y = 750; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00295; scale_factor = 1.19782; x =  249; y = 164; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00295; scale_factor = 1.19782; x =  411; y =  74; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00295; scale_factor = 1.19782; x =  452; y = 385; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00295; scale_factor = 1.87460; x = 1010; y = 634; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00295; scale_factor = 1.87460; x = 1015; y = 718; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00295; scale_factor = 1.87460; x =  116; y = 630; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00295; scale_factor = 1.87460; x = 1273; y =  56; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00295; scale_factor = 1.87460; x = 1312; y = 751; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00295; scale_factor = 1.87460; x = 1321; y = 581; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00295; scale_factor = 1.87460; x =  157; y = 427; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00295; scale_factor = 1.87460; x =  169; y = 776; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00295; scale_factor = 1.87460; x =  676; y = 351; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00295; scale_factor = 1.87460; x =  844; y =  54; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00295; scale_factor = 1.87460; x =  896; y = 402; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00295; scale_factor = 1.87460; x =  949; y =  52; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00296; scale_factor = 0.48906; x =   91; y = 372; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00296; scale_factor = 0.76538; x = 1025; y = 179; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00296; scale_factor = 0.76538; x = 1229; y = 572; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 0.31250; x = 1319; y = 378; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.19782; x = 1186; y = 312; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.19782; x = 1236; y = 337; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.19782; x =  166; y = 586; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.19782; x =  166; y = 586; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.19782; x =  508; y = 159; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.19782; x =  508; y = 159; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.19782; x =   86; y =  83; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.19782; x =   86; y =  83; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.19782; x =  977; y = 184; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.19782; x =  977; y = 184; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.87460; x = 1005; y = 321; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.87460; x = 1005; y = 321; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.87460; x = 1060; y = 376; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.87460; x = 1060; y = 376; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.87460; x = 1112; y = 221; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.87460; x = 1116; y = 366; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.87460; x =  111; y =  53; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.87460; x = 1224; y = 329; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.87460; x = 1272; y = 371; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.87460; x = 1277; y =  89; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.87460; x = 1323; y = 315; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.87460; x = 1330; y = 284; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.87460; x =  214; y = 318; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.87460; x =  214; y = 318; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.87460; x =  277; y = 395; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.87460; x =  277; y = 395; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.87460; x =  366; y = 192; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.87460; x =  366; y = 192; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.87460; x =  459; y = 401; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.87460; x =  459; y = 401; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.87460; x =  473; y = 203; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.87460; x =  473; y = 203; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.87460; x =  482; y = 374; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.87460; x =  482; y = 374; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.87460; x =  584; y = 107; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.87460; x =  584; y = 107; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.87460; x =  596; y = 336; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.87460; x =  842; y = 111; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.87460; x =  842; y = 111; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.87460; x =  857; y = 328; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00297; scale_factor = 1.87460; x =  857; y = 328; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00298; scale_factor = 0.76538; x = 1310; y = 273; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00298; scale_factor = 0.76538; x =  534; y = 268; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00298; scale_factor = 0.76538; x =  665; y = 122; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00298; scale_factor = 0.76538; x =  753; y = 154; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00298; scale_factor = 0.76538; x =  912; y = 128; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00298; scale_factor = 1.19782; x =  106; y = 177; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00298; scale_factor = 1.19782; x = 1082; y = 498; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00298; scale_factor = 1.19782; x =  326; y = 582; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00298; scale_factor = 1.19782; x =   83; y = 662; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00298; scale_factor = 1.87460; x = 1113; y = 424; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00298; scale_factor = 1.87460; x = 1166; y =  57; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00298; scale_factor = 1.87460; x =  120; y = 526; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00298; scale_factor = 1.87460; x = 1266; y = 211; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00298; scale_factor = 1.87460; x = 1335; y = 416; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00298; scale_factor = 1.87460; x =  158; y = 376; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00298; scale_factor = 1.87460; x =  472; y = 265; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00298; scale_factor = 1.87460; x =  578; y = 580; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00298; scale_factor = 1.87460; x =  719; y = 611; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00298; scale_factor = 1.87460; x =  843; y = 727; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00299; scale_factor = 1.19782; x =  407; y = 249; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00299; scale_factor = 1.19782; x =  502; y = 494; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00299; scale_factor = 1.19782; x =  506; y =  88; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00299; scale_factor = 1.19782; x =   83; y = 418; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00299; scale_factor = 1.19782; x =  995; y = 266; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00299; scale_factor = 1.87460; x = 1002; y = 217; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00299; scale_factor = 1.87460; x = 1059; y = 163; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00299; scale_factor = 1.87460; x = 1322; y = 154; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00299; scale_factor = 1.87460; x =  212; y = 742; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00299; scale_factor = 1.87460; x =  286; y =  96; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00299; scale_factor = 1.87460; x =  367; y = 157; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00299; scale_factor = 1.87460; x =  370; y = 478; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00299; scale_factor = 1.87460; x =   49; y = 104; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00299; scale_factor = 1.87460; x =  554; y = 313; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00299; scale_factor = 1.87460; x =  744; y = 153; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00299; scale_factor = 1.87460; x =   94; y = 623; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00299; scale_factor = 1.87460; x =  962; y = 344; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00300; scale_factor = 0.76538; x =  134; y = 662; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00300; scale_factor = 1.19782; x = 1329; y = 247; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00300; scale_factor = 1.19782; x =  290; y = 209; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00300; scale_factor = 1.87460; x = 1063; y = 425; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00300; scale_factor = 1.87460; x = 1156; y = 192; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00300; scale_factor = 1.87460; x = 1210; y = 356; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00300; scale_factor = 1.87460; x = 1266; y = 589; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00300; scale_factor = 1.87460; x =  260; y = 133; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00300; scale_factor = 1.87460; x =  533; y = 164; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00300; scale_factor = 1.87460; x =  565; y = 439; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00300; scale_factor = 1.87460; x =  739; y = 310; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00300; scale_factor = 1.87460; x =  842; y = 106; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00300; scale_factor = 1.87460; x =  999; y = 698; confidence = 0.07; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00259; scale_factor = 0.31250; x = 1036; y = 626; confidence = 0.08; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00259; scale_factor = 0.48906; x =  907; y = 345; confidence = 0.08; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00259; scale_factor = 0.76538; x = 1129; y = 669; confidence = 0.08; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00259; scale_factor = 0.76538; x = 1295; y = 217; confidence = 0.08; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00259; scale_factor = 0.76538; x = 1297; y = 223; confidence = 0.08; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00259; scale_factor = 0.76538; x =  175; y = 145; confidence = 0.08; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00259; scale_factor = 0.76538; x =  204; y = 314; confidence = 0.08; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00259; scale_factor = 0.76538; x =  522; y = 396; confidence = 0.08; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00259; scale_factor = 0.76538; x =  802; y = 390; confidence = 0.08; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00259; scale_factor = 1.19782; x =  394; y = 334; confidence = 0.08; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00259; scale_factor = 1.19782; x =  812; y = 178; confidence = 0.08; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00259; scale_factor = 1.19782; x =  914; y =  86; confidence = 0.08; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00259; scale_factor = 1.19782; x =  976; y = 347; confidence = 0.08; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
image = 00259; scale_factor = 1.87460; x = 1165; y = 578; confidence = 0.08; T.S. Type = -1; x_g = -001; y_g = -01; width -01; hight -01; MISS
