# Please wait, building network...
# 0.075 # 0.124 # 0.075 
# 0.124 # 0.204 # 0.124 
# 0.075 # 0.124 # 0.075 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.002 # 0.010 # 0.029 # 0.057 # 0.071 # 0.057 # 0.029 # 0.010 # 0.002 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
Locale set to C.
Number of images with traffic signs within criterion = 55
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00007.ppm
''Image file name: /home/alberto/TIAGO/haar_competition/test_full/00007.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00026.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00093.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00107.ppm
delta = 100
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00111.ppm
scale_factor = 1.00; image = 00117; x =  101; y = 101; confidence = 0.37; MISS
scale_factor = 1.00; image = 00176; x =  699; y = 601; confidence = 0.00; MISS
scale_factor = 1.00; image = 00176; x =  861; y = 636; confidence = 0.20; MISS
scale_factor = 1.00; image = 00176; x =  969; y = 669; confidence = 0.51; MISS
scale_factor = 1.00; image = 00176; x =  970; y = 671; confidence = 0.51; MISS
scale_factor = 1.00; image = 00176; x = 1089; y = 698; confidence = 0.61; MISS
scale_factor = 1.00; image = 00176; x = 1215; y = 764; confidence = 0.55; MISS
scale_factor = 1.00; image = 00176; x = 1288; y = 705; confidence = 0.49; MISS
### Current Image = 00170; Traffic signs searched =   13; Traffic signs found =   13; Best confidence = 1.000000; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00180.ppm
scale_factor = 1.00; image = 00187; x =   85; y = 109; confidence = 0.52; MISS
scale_factor = 1.00; image = 00187; x =  185; y = 141; confidence = 0.44; MISS
scale_factor = 1.00; image = 00187; x =  296; y =  94; confidence = 0.60; MISS
scale_factor = 1.00; image = 00187; x =  394; y =  98; confidence = 0.51; MISS
scale_factor = 1.00; image = 00187; x =  494; y = 116; confidence = 0.50; MISS
scale_factor = 1.00; image = 00187; x =  595; y = 100; confidence = 0.42; MISS
scale_factor = 1.00; image = 00187; x =  704; y =  99; confidence = 0.29; MISS
scale_factor = 1.00; image = 00187; x =  815; y = 109; confidence = 0.64; MISS
scale_factor = 1.00; image = 00187; x =  904; y = 124; confidence = 0.64; MISS
scale_factor = 1.00; image = 00187; x = 1003; y =  96; confidence = 0.56; MISS
scale_factor = 1.00; image = 00187; x = 1099; y = 102; confidence = 0.39; MISS
scale_factor = 1.00; image = 00187; x = 1213; y = 114; confidence = 0.52; MISS
scale_factor = 1.00; image = 00187; x = 1214; y = 115; confidence = 0.53; MISS
scale_factor = 1.00; image = 00187; x =  124; y = 200; confidence = 0.56; MISS
scale_factor = 1.00; image = 00187; x =  230; y = 156; confidence = 0.50; MISS
scale_factor = 1.00; image = 00187; x =  277; y = 183; confidence = 0.49; MISS
scale_factor = 1.00; image = 00187; x =  367; y = 182; confidence = 0.46; MISS
scale_factor = 1.00; image = 00187; x =  496; y = 206; confidence = 0.42; MISS
scale_factor = 1.00; image = 00187; x =  619; y = 157; confidence = 0.53; MISS
scale_factor = 1.00; image = 00187; x =  686; y = 245; confidence = 0.63; MISS
scale_factor = 1.00; image = 00187; x =  822; y = 198; confidence = 0.62; MISS
scale_factor = 1.00; image = 00187; x =  862; y = 198; confidence = 0.62; MISS
scale_factor = 1.00; image = 00187; x =  997; y = 206; confidence = 0.44; MISS
scale_factor = 1.00; image = 00187; x = 1150; y = 170; confidence = 0.84; MISS
scale_factor = 1.00; image = 00187; x = 1150; y = 177; confidence = 0.80; MISS
scale_factor = 1.00; image = 00187; x = 1308; y = 205; confidence = 0.51; MISS
scale_factor = 1.00; image = 00187; x =  126; y = 321; confidence = 0.51; MISS
scale_factor = 1.00; image = 00187; x =  259; y = 238; confidence = 0.80; MISS
scale_factor = 1.00; image = 00187; x =  255; y = 238; confidence = 0.82; MISS
scale_factor = 1.00; image = 00187; x =  405; y = 309; confidence = 0.52; MISS
scale_factor = 1.00; image = 00187; x =  505; y = 284; confidence = 0.73; MISS
scale_factor = 1.00; image = 00187; x =  598; y = 294; confidence = 0.32; MISS
scale_factor = 1.00; image = 00187; x =  688; y = 246; confidence = 0.63; MISS
scale_factor = 1.00; image = 00187; x =  843; y = 320; confidence = 0.58; MISS
scale_factor = 1.00; image = 00187; x =  922; y = 261; confidence = 0.57; MISS
scale_factor = 1.00; image = 00180; x =  984; y = 387; confidence = 0.94; HIT ***
scale_factor = 1.00; image = 00187; x = 1093; y = 304; confidence = 0.24; MISS
scale_factor = 1.00; image = 00187; x = 1196; y = 315; confidence = 0.65; MISS
scale_factor = 1.00; image = 00187; x = 1291; y = 304; confidence = 0.28; MISS
scale_factor = 1.00; image = 00187; x =  113; y = 405; confidence = 0.58; MISS
scale_factor = 1.00; image = 00187; x =  222; y = 395; confidence = 0.56; MISS
scale_factor = 1.00; image = 00187; x =  297; y = 391; confidence = 0.33; MISS
scale_factor = 1.00; image = 00187; x =  386; y = 417; confidence = 0.57; MISS
scale_factor = 1.00; image = 00187; x =  484; y = 384; confidence = 0.40; MISS
scale_factor = 1.00; image = 00187; x =  604; y = 393; confidence = 0.40; MISS
scale_factor = 1.00; image = 00187; x =  704; y = 375; confidence = 0.47; MISS
scale_factor = 1.00; image = 00187; x =  826; y = 424; confidence = 0.59; MISS
scale_factor = 1.00; image = 00180; x =  986; y = 394; confidence = 1.00; HIT ***
scale_factor = 1.00; image = 00180; x =  992; y = 391; confidence = 0.92; HIT ***
scale_factor = 1.00; image = 00187; x = 1094; y = 399; confidence = 0.67; MISS
scale_factor = 1.00; image = 00187; x = 1211; y = 378; confidence = 0.66; MISS
scale_factor = 1.00; image = 00187; x = 1273; y = 383; confidence = 0.58; MISS
scale_factor = 1.00; image = 00187; x =  109; y = 500; confidence = 0.63; MISS
scale_factor = 1.00; image = 00187; x =  179; y = 517; confidence = 0.62; MISS
scale_factor = 1.00; image = 00187; x =  300; y = 500; confidence = 0.44; MISS
scale_factor = 1.00; image = 00187; x =  364; y = 500; confidence = 0.56; MISS
scale_factor = 1.00; image = 00187; x =  452; y = 433; confidence = 0.40; MISS
scale_factor = 1.00; image = 00187; x =  642; y = 513; confidence = 0.48; MISS
scale_factor = 1.00; image = 00187; x =  685; y = 512; confidence = 0.40; MISS
scale_factor = 1.00; image = 00187; x =  781; y = 460; confidence = 0.63; MISS
scale_factor = 1.00; image = 00187; x =  878; y = 442; confidence = 0.67; MISS
scale_factor = 1.00; image = 00187; x =  990; y = 493; confidence = 0.48; MISS
scale_factor = 1.00; image = 00187; x = 1134; y = 570; confidence = 0.80; MISS
scale_factor = 1.00; image = 00187; x = 1137; y = 569; confidence = 0.76; MISS
scale_factor = 1.00; image = 00187; x = 1275; y = 487; confidence = 0.58; MISS
scale_factor = 1.00; image = 00187; x =   91; y = 616; confidence = 0.41; MISS
scale_factor = 1.00; image = 00187; x =  263; y = 632; confidence = 0.60; MISS
scale_factor = 1.00; image = 00187; x =  300; y = 614; confidence = 0.56; MISS
scale_factor = 1.00; image = 00187; x =  351; y = 518; confidence = 0.47; MISS
scale_factor = 1.00; image = 00187; x =  499; y = 501; confidence = 0.00; MISS
scale_factor = 1.00; image = 00187; x =  621; y = 553; confidence = 0.17; MISS
scale_factor = 1.00; image = 00187; x =  709; y = 605; confidence = 0.26; MISS
scale_factor = 1.00; image = 00187; x =  813; y = 639; confidence = 0.60; MISS
scale_factor = 1.00; image = 00187; x =  900; y = 600; confidence = 0.36; MISS
scale_factor = 1.00; image = 00187; x = 1001; y = 600; confidence = 0.52; MISS
scale_factor = 1.00; image = 00187; x = 1138; y = 572; confidence = 0.74; MISS
scale_factor = 1.00; image = 00187; x = 1200; y = 600; confidence = 0.33; MISS
scale_factor = 1.00; image = 00187; x = 1269; y = 581; confidence = 0.56; MISS
scale_factor = 1.00; image = 00187; x =   42; y = 705; confidence = 0.54; MISS
scale_factor = 1.00; image = 00187; x =  202; y = 697; confidence = 0.39; MISS
scale_factor = 1.00; image = 00187; x =  267; y = 658; confidence = 0.55; MISS
scale_factor = 1.00; image = 00187; x =  399; y = 601; confidence = 0.00; MISS
scale_factor = 1.00; image = 00187; x =  499; y = 601; confidence = 0.00; MISS
scale_factor = 1.00; image = 00187; x =  599; y = 601; confidence = 0.00; MISS
scale_factor = 1.00; image = 00187; x =  744; y = 678; confidence = 0.47; MISS
scale_factor = 1.00; image = 00187; x =  846; y = 714; confidence = 0.52; MISS
scale_factor = 1.00; image = 00187; x =  884; y = 700; confidence = 0.52; MISS
scale_factor = 1.00; image = 00187; x = 1004; y = 701; confidence = 0.44; MISS
scale_factor = 1.00; image = 00187; x = 1108; y = 697; confidence = 0.50; MISS
scale_factor = 1.00; image = 00187; x = 1200; y = 700; confidence = 0.56; MISS
scale_factor = 1.00; image = 00187; x = 1314; y = 694; confidence = 0.61; MISS
### Current Image = 00180; Traffic signs searched =   14; Traffic signs found =   14; Best confidence = 1.000000; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00187.ppm
scale_factor = 1.00; image = 00194; x =  104; y =  98; confidence = 0.49; MISS
scale_factor = 1.00; image = 00194; x =  250; y =  99; confidence = 0.59; MISS
scale_factor = 1.00; image = 00194; x =  301; y = 106; confidence = 0.47; MISS
scale_factor = 1.00; image = 00194; x =  379; y = 100; confidence = 0.37; MISS
scale_factor = 1.00; image = 00194; x =  500; y = 101; confidence = 0.26; MISS
scale_factor = 1.00; image = 00194; x =  615; y = 103; confidence = 0.40; MISS
scale_factor = 1.00; image = 00194; x =  723; y = 106; confidence = 0.50; MISS
scale_factor = 1.00; image = 00194; x =  794; y = 149; confidence = 0.49; MISS
scale_factor = 1.00; image = 00194; x =  908; y =  72; confidence = 0.59; MISS
scale_factor = 1.00; image = 00194; x =  987; y = 110; confidence = 0.45; MISS
scale_factor = 1.00; image = 00194; x = 1104; y =  91; confidence = 0.51; MISS
scale_factor = 1.00; image = 00194; x = 1197; y = 100; confidence = 0.28; MISS
scale_factor = 1.00; image = 00194; x = 1301; y = 103; confidence = 0.38; MISS
scale_factor = 1.00; image = 00194; x =   90; y = 190; confidence = 0.39; MISS
scale_factor = 1.00; image = 00194; x =  196; y = 186; confidence = 0.32; MISS
scale_factor = 1.00; image = 00194; x =  282; y = 183; confidence = 0.29; MISS
scale_factor = 1.00; image = 00194; x =  382; y = 258; confidence = 0.57; MISS
scale_factor = 1.00; image = 00194; x =  518; y = 173; confidence = 0.61; MISS
scale_factor = 1.00; image = 00194; x =  599; y = 180; confidence = 0.50; MISS
scale_factor = 1.00; image = 00194; x =  685; y = 227; confidence = 0.52; MISS
scale_factor = 1.00; image = 00194; x =  792; y = 178; confidence = 0.49; MISS
scale_factor = 1.00; image = 00194; x =  936; y = 215; confidence = 0.56; MISS
scale_factor = 1.00; image = 00194; x = 1000; y = 206; confidence = 0.64; MISS
scale_factor = 1.00; image = 00194; x = 1101; y = 200; confidence = 0.36; MISS
scale_factor = 1.00; image = 00194; x = 1214; y = 200; confidence = 0.50; MISS
scale_factor = 1.00; image = 00194; x = 1295; y = 197; confidence = 0.35; MISS
scale_factor = 1.00; image = 00194; x =  109; y = 278; confidence = 0.65; MISS
scale_factor = 1.00; image = 00187; x =  176; y = 388; confidence = 0.98; HIT ***
scale_factor = 1.00; image = 00194; x =  321; y = 301; confidence = 0.42; MISS
scale_factor = 1.00; image = 00194; x =  385; y = 258; confidence = 0.57; MISS
scale_factor = 1.00; image = 00194; x =  512; y = 300; confidence = 0.30; MISS
scale_factor = 1.00; image = 00194; x =  635; y = 272; confidence = 0.59; MISS
scale_factor = 1.00; image = 00187; x =  683; y = 376; confidence = 0.95; HIT ***
scale_factor = 1.00; image = 00194; x =  839; y = 314; confidence = 0.55; MISS
scale_factor = 1.00; image = 00194; x =  840; y = 316; confidence = 0.58; MISS
scale_factor = 1.00; image = 00194; x =  997; y = 297; confidence = 0.39; MISS
scale_factor = 1.00; image = 00194; x = 1069; y = 329; confidence = 0.61; MISS
scale_factor = 1.00; image = 00194; x = 1199; y = 314; confidence = 0.42; MISS
scale_factor = 1.00; image = 00194; x = 1300; y = 300; confidence = 0.79; MISS
scale_factor = 1.00; image = 00187; x =  183; y = 394; confidence = 0.95; HIT ***
scale_factor = 1.00; image = 00187; x =  172; y = 393; confidence = 0.99; HIT ***
scale_factor = 1.00; image = 00194; x =  334; y = 470; confidence = 0.51; MISS
scale_factor = 1.00; image = 00194; x =  429; y = 408; confidence = 0.39; MISS
scale_factor = 1.00; image = 00194; x =  501; y = 395; confidence = 0.42; MISS
scale_factor = 1.00; image = 00187; x =  683; y = 379; confidence = 0.93; HIT ***
scale_factor = 1.00; image = 00187; x =  682; y = 383; confidence = 0.82; HIT ***
scale_factor = 1.00; image = 00194; x =  801; y = 400; confidence = 0.28; MISS
scale_factor = 1.00; image = 00194; x =  823; y = 410; confidence = 0.55; MISS
scale_factor = 1.00; image = 00194; x =  997; y = 405; confidence = 0.40; MISS
scale_factor = 1.00; image = 00194; x = 1095; y = 400; confidence = 0.32; MISS
scale_factor = 1.00; image = 00194; x = 1204; y = 400; confidence = 0.53; MISS
scale_factor = 1.00; image = 00194; x = 1299; y = 392; confidence = 0.22; MISS
scale_factor = 1.00; image = 00194; x =  107; y = 506; confidence = 0.36; MISS
scale_factor = 1.00; image = 00194; x =  211; y = 515; confidence = 0.49; MISS
scale_factor = 1.00; image = 00194; x =  321; y = 515; confidence = 0.58; MISS
scale_factor = 1.00; image = 00194; x =  407; y = 499; confidence = 0.36; MISS
scale_factor = 1.00; image = 00194; x =  452; y = 509; confidence = 0.47; MISS
scale_factor = 1.00; image = 00194; x =  620; y = 484; confidence = 0.48; MISS
scale_factor = 1.00; image = 00194; x =  700; y = 500; confidence = 0.26; MISS
scale_factor = 1.00; image = 00194; x =  797; y = 495; confidence = 0.45; MISS
scale_factor = 1.00; image = 00194; x =  919; y = 492; confidence = 0.49; MISS
scale_factor = 1.00; image = 00194; x = 1002; y = 504; confidence = 0.39; MISS
scale_factor = 1.00; image = 00194; x = 1058; y = 529; confidence = 0.68; MISS
scale_factor = 1.00; image = 00194; x = 1208; y = 476; confidence = 0.63; MISS
scale_factor = 1.00; image = 00194; x = 1292; y = 473; confidence = 0.55; MISS
scale_factor = 1.00; image = 00194; x =   91; y = 571; confidence = 0.60; MISS
scale_factor = 1.00; image = 00194; x =  213; y = 519; confidence = 0.49; MISS
scale_factor = 1.00; image = 00194; x =  325; y = 513; confidence = 0.52; MISS
scale_factor = 1.00; image = 00194; x =  396; y = 526; confidence = 0.28; MISS
scale_factor = 1.00; image = 00194; x =  568; y = 562; confidence = 0.33; MISS
scale_factor = 1.00; image = 00194; x =  624; y = 599; confidence = 0.31; MISS
scale_factor = 1.00; image = 00194; x =  705; y = 610; confidence = 0.14; MISS
scale_factor = 1.00; image = 00194; x =  791; y = 592; confidence = 0.45; MISS
scale_factor = 1.00; image = 00194; x =  842; y = 571; confidence = 0.38; MISS
scale_factor = 1.00; image = 00194; x = 1060; y = 532; confidence = 0.68; MISS
scale_factor = 1.00; image = 00194; x = 1098; y = 607; confidence = 0.31; MISS
scale_factor = 1.00; image = 00194; x = 1195; y = 620; confidence = 0.46; MISS
scale_factor = 1.00; image = 00194; x = 1300; y = 600; confidence = 0.11; MISS
scale_factor = 1.00; image = 00194; x =   79; y = 626; confidence = 0.33; MISS
scale_factor = 1.00; image = 00194; x =  199; y = 601; confidence = 0.00; MISS
scale_factor = 1.00; image = 00194; x =  299; y = 601; confidence = 0.00; MISS
scale_factor = 1.00; image = 00194; x =  399; y = 601; confidence = 0.00; MISS
scale_factor = 1.00; image = 00194; x =  499; y = 601; confidence = 0.00; MISS
scale_factor = 1.00; image = 00194; x =  620; y = 617; confidence = 0.13; MISS
scale_factor = 1.00; image = 00194; x =  720; y = 620; confidence = 0.29; MISS
scale_factor = 1.00; image = 00194; x =  786; y = 624; confidence = 0.31; MISS
scale_factor = 1.00; image = 00194; x =  899; y = 601; confidence = 0.00; MISS
scale_factor = 1.00; image = 00194; x = 1054; y = 660; confidence = 0.53; MISS
scale_factor = 1.00; image = 00194; x = 1093; y = 684; confidence = 0.37; MISS
scale_factor = 1.00; image = 00194; x = 1171; y = 709; confidence = 0.45; MISS
scale_factor = 1.00; image = 00194; x = 1334; y = 739; confidence = 0.76; MISS
### Current Image = 00187; Traffic signs searched =   15; Traffic signs found =   15; Best confidence = 0.950252; Percentage found = 100.00; HIT
### Current Image = 00187; Traffic signs searched =   16; Traffic signs found =   16; Best confidence = 0.985580; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00222.ppm
scale_factor = 1.00; image = 00229; x =  104; y = 139; confidence = 0.44; MISS
scale_factor = 1.00; image = 00229; x =  143; y = 152; confidence = 0.49; MISS
scale_factor = 1.00; image = 00229; x =  295; y = 112; confidence = 0.36; MISS
scale_factor = 1.00; image = 00229; x =  381; y =  55; confidence = 0.67; MISS
scale_factor = 1.00; image = 00229; x =  534; y = 136; confidence = 0.65; MISS
scale_factor = 1.00; image = 00229; x =  578; y = 139; confidence = 0.49; MISS
scale_factor = 1.00; image = 00229; x =  702; y =  87; confidence = 0.27; MISS
scale_factor = 1.00; image = 00229; x =  795; y =  76; confidence = 0.40; MISS
scale_factor = 1.00; image = 00229; x =  908; y = 175; confidence = 0.66; MISS
scale_factor = 1.00; image = 00229; x =  996; y = 124; confidence = 0.65; MISS
scale_factor = 1.00; image = 00229; x = 1126; y =  87; confidence = 0.63; MISS
scale_factor = 1.00; image = 00229; x = 1213; y = 105; confidence = 0.60; MISS
scale_factor = 1.00; image = 00229; x = 1298; y = 103; confidence = 0.41; MISS
scale_factor = 1.00; image = 00229; x =   97; y = 181; confidence = 0.33; MISS
scale_factor = 1.00; image = 00229; x =  200; y = 200; confidence = 0.45; MISS
scale_factor = 1.00; image = 00229; x =  266; y = 229; confidence = 0.63; MISS
scale_factor = 1.00; image = 00229; x =  399; y = 211; confidence = 0.41; MISS
scale_factor = 1.00; image = 00229; x =  567; y = 189; confidence = 0.67; MISS
scale_factor = 1.00; image = 00229; x =  568; y = 188; confidence = 0.66; MISS
scale_factor = 1.00; image = 00229; x =  696; y = 175; confidence = 0.48; MISS
scale_factor = 1.00; image = 00229; x =  762; y = 220; confidence = 0.52; MISS
scale_factor = 1.00; image = 00229; x =  918; y = 219; confidence = 0.61; MISS
scale_factor = 1.00; image = 00229; x =  993; y = 126; confidence = 0.60; MISS
scale_factor = 1.00; image = 00229; x = 1115; y = 176; confidence = 0.38; MISS
scale_factor = 1.00; image = 00229; x = 1199; y = 192; confidence = 0.29; MISS
scale_factor = 1.00; image = 00229; x = 1294; y = 140; confidence = 0.49; MISS
scale_factor = 1.00; image = 00229; x =  120; y = 276; confidence = 0.47; MISS
scale_factor = 1.00; image = 00229; x =  190; y = 278; confidence = 0.43; MISS
scale_factor = 1.00; image = 00229; x =  289; y = 278; confidence = 0.66; MISS
scale_factor = 1.00; image = 00229; x =  397; y = 308; confidence = 0.43; MISS
scale_factor = 1.00; image = 00229; x =  532; y = 311; confidence = 0.36; MISS
scale_factor = 1.00; image = 00229; x =  586; y = 303; confidence = 0.49; MISS
scale_factor = 1.00; image = 00229; x =  707; y = 302; confidence = 0.23; MISS
scale_factor = 1.00; image = 00229; x =  760; y = 304; confidence = 0.59; MISS
scale_factor = 1.00; image = 00229; x =  895; y = 305; confidence = 0.52; MISS
scale_factor = 1.00; image = 00229; x =  995; y = 320; confidence = 0.50; MISS
scale_factor = 1.00; image = 00229; x = 1102; y = 310; confidence = 0.30; MISS
scale_factor = 1.00; image = 00229; x = 1199; y = 310; confidence = 0.43; MISS
scale_factor = 1.00; image = 00229; x = 1323; y = 369; confidence = 0.62; MISS
scale_factor = 1.00; image = 00229; x =   94; y = 389; confidence = 0.28; MISS
scale_factor = 1.00; image = 00229; x =  169; y = 449; confidence = 0.57; MISS
scale_factor = 1.00; image = 00229; x =  295; y = 411; confidence = 0.48; MISS
scale_factor = 1.00; image = 00229; x =  403; y = 431; confidence = 0.54; MISS
scale_factor = 1.00; image = 00229; x =  496; y = 398; confidence = 0.43; MISS
scale_factor = 1.00; image = 00229; x =  609; y = 377; confidence = 0.42; MISS
scale_factor = 1.00; image = 00229; x =  752; y = 414; confidence = 0.50; MISS
scale_factor = 1.00; image = 00229; x =  785; y = 410; confidence = 0.56; MISS
scale_factor = 1.00; image = 00229; x =  894; y = 405; confidence = 0.43; MISS
scale_factor = 1.00; image = 00222; x = 1008; y = 423; confidence = 0.89; HIT ***
scale_factor = 1.00; image = 00229; x = 1124; y = 400; confidence = 0.62; MISS
scale_factor = 1.00; image = 00229; x = 1201; y = 407; confidence = 0.51; MISS
scale_factor = 1.00; image = 00229; x = 1325; y = 407; confidence = 0.64; MISS
scale_factor = 1.00; image = 00229; x =  169; y = 449; confidence = 0.57; MISS
scale_factor = 1.00; image = 00229; x =  200; y = 512; confidence = 0.40; MISS
scale_factor = 1.00; image = 00229; x =  337; y = 502; confidence = 0.55; MISS
scale_factor = 1.00; image = 00229; x =  338; y = 503; confidence = 0.57; MISS
scale_factor = 1.00; image = 00229; x =  443; y = 457; confidence = 0.46; MISS
scale_factor = 1.00; image = 00229; x =  615; y = 449; confidence = 0.41; MISS
scale_factor = 1.00; image = 00229; x =  783; y = 463; confidence = 0.51; MISS
scale_factor = 1.00; image = 00229; x =  797; y = 501; confidence = 0.31; MISS
scale_factor = 1.00; image = 00229; x =  957; y = 488; confidence = 0.53; MISS
scale_factor = 1.00; image = 00222; x = 1008; y = 428; confidence = 0.88; HIT ***
scale_factor = 1.00; image = 00229; x = 1074; y = 459; confidence = 0.45; MISS
scale_factor = 1.00; image = 00229; x = 1203; y = 503; confidence = 0.34; MISS
scale_factor = 1.00; image = 00229; x = 1300; y = 500; confidence = 0.25; MISS
scale_factor = 1.00; image = 00229; x =   78; y = 619; confidence = 0.49; MISS
scale_factor = 1.00; image = 00229; x =  196; y = 607; confidence = 0.42; MISS
scale_factor = 1.00; image = 00229; x =  370; y = 606; confidence = 0.53; MISS
scale_factor = 1.00; image = 00229; x =  370; y = 607; confidence = 0.53; MISS
scale_factor = 1.00; image = 00229; x =  499; y = 501; confidence = 0.00; MISS
scale_factor = 1.00; image = 00229; x =  599; y = 501; confidence = 0.00; MISS
scale_factor = 1.00; image = 00229; x =  765; y = 525; confidence = 0.01; MISS
scale_factor = 1.00; image = 00229; x =  771; y = 512; confidence = 0.26; MISS
scale_factor = 1.00; image = 00229; x =  913; y = 513; confidence = 0.12; MISS
scale_factor = 1.00; image = 00229; x = 1019; y = 644; confidence = 0.45; MISS
scale_factor = 1.00; image = 00229; x = 1091; y = 595; confidence = 0.34; MISS
scale_factor = 1.00; image = 00229; x = 1259; y = 605; confidence = 0.40; MISS
scale_factor = 1.00; image = 00229; x = 1291; y = 534; confidence = 0.57; MISS
scale_factor = 1.00; image = 00229; x =   56; y = 653; confidence = 0.71; MISS
scale_factor = 1.00; image = 00229; x =  154; y = 695; confidence = 0.45; MISS
scale_factor = 1.00; image = 00229; x =  232; y = 715; confidence = 0.21; MISS
scale_factor = 1.00; image = 00229; x =  373; y = 668; confidence = 0.29; MISS
scale_factor = 1.00; image = 00229; x =  499; y = 601; confidence = 0.00; MISS
scale_factor = 1.00; image = 00229; x =  599; y = 601; confidence = 0.00; MISS
scale_factor = 1.00; image = 00229; x =  699; y = 601; confidence = 0.00; MISS
scale_factor = 1.00; image = 00229; x =  799; y = 601; confidence = 0.00; MISS
scale_factor = 1.00; image = 00229; x =  975; y = 649; confidence = 0.21; MISS
scale_factor = 1.00; image = 00229; x = 1017; y = 661; confidence = 0.40; MISS
scale_factor = 1.00; image = 00229; x = 1099; y = 709; confidence = 0.42; MISS
scale_factor = 1.00; image = 00229; x = 1200; y = 700; confidence = 0.29; MISS
scale_factor = 1.00; image = 00229; x = 1330; y = 690; confidence = 0.51; MISS
### Current Image = 00222; Traffic signs searched =   17; Traffic signs found =   17; Best confidence = 0.887527; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00229.ppm
scale_factor = 1.00; image = 00236; x =  113; y =  95; confidence = 0.33; MISS
scale_factor = 1.00; image = 00236; x =  191; y =  61; confidence = 0.31; MISS
scale_factor = 1.00; image = 00236; x =  322; y =  81; confidence = 0.39; MISS
scale_factor = 1.00; image = 00236; x =  374; y = 182; confidence = 0.42; MISS
scale_factor = 1.00; image = 00236; x =  492; y = 123; confidence = 0.37; MISS
scale_factor = 1.00; image = 00236; x =  595; y = 101; confidence = 0.37; MISS
scale_factor = 1.00; image = 00236; x =  687; y = 157; confidence = 0.74; MISS
scale_factor = 1.00; image = 00236; x =  801; y =  98; confidence = 0.35; MISS
scale_factor = 1.00; image = 00236; x =  900; y = 100; confidence = 0.21; MISS
scale_factor = 1.00; image = 00236; x =  970; y = 124; confidence = 0.49; MISS
scale_factor = 1.00; image = 00236; x = 1117; y = 100; confidence = 0.62; MISS
scale_factor = 1.00; image = 00236; x = 1204; y =  99; confidence = 0.53; MISS
scale_factor = 1.00; image = 00236; x = 1306; y = 106; confidence = 0.46; MISS
scale_factor = 1.00; image = 00236; x =  106; y = 188; confidence = 0.58; MISS
scale_factor = 1.00; image = 00236; x =  236; y = 186; confidence = 0.39; MISS
scale_factor = 1.00; image = 00236; x =  294; y = 172; confidence = 0.58; MISS
scale_factor = 1.00; image = 00236; x =  403; y = 200; confidence = 0.33; MISS
scale_factor = 1.00; image = 00236; x =  415; y = 200; confidence = 0.53; MISS
scale_factor = 1.00; image = 00236; x =  634; y = 216; confidence = 0.61; MISS
scale_factor = 1.00; image = 00236; x =  714; y = 215; confidence = 0.65; MISS
scale_factor = 1.00; image = 00236; x =  782; y = 186; confidence = 0.47; MISS
scale_factor = 1.00; image = 00236; x =  900; y = 200; confidence = 0.23; MISS
scale_factor = 1.00; image = 00236; x =  986; y = 225; confidence = 0.70; MISS
scale_factor = 1.00; image = 00236; x = 1061; y = 243; confidence = 0.80; MISS
scale_factor = 1.00; image = 00236; x = 1183; y = 210; confidence = 0.47; MISS
scale_factor = 1.00; image = 00236; x = 1310; y = 197; confidence = 0.42; MISS
scale_factor = 1.00; image = 00236; x =  117; y = 261; confidence = 0.54; MISS
scale_factor = 1.00; image = 00236; x =  180; y = 362; confidence = 0.57; MISS
scale_factor = 1.00; image = 00236; x =  369; y = 347; confidence = 0.68; MISS
scale_factor = 1.00; image = 00236; x =  415; y = 314; confidence = 0.48; MISS
scale_factor = 1.00; image = 00236; x =  504; y = 329; confidence = 0.42; MISS
scale_factor = 1.00; image = 00236; x =  633; y = 216; confidence = 0.62; MISS
scale_factor = 1.00; image = 00236; x =  692; y = 300; confidence = 0.47; MISS
scale_factor = 1.00; image = 00236; x =  875; y = 342; confidence = 0.73; MISS
scale_factor = 1.00; image = 00236; x =  874; y = 345; confidence = 0.75; MISS
