# Please wait, building network...
# 0.075 # 0.124 # 0.075 
# 0.124 # 0.204 # 0.124 
# 0.075 # 0.124 # 0.075 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.002 # 0.010 # 0.029 # 0.057 # 0.071 # 0.057 # 0.029 # 0.010 # 0.002 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
Locale set to C.
Number of images with traffic signs within criterion = 56
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00004.ppm
''Image file name: /home/alberto/TIAGO/haar_competition/test_full/00004.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00019.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00057.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00065.ppm
delta = 134
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00075.ppm
scale_factor = 0.75; image = 00082; x =  154; y = 180; confidence = 0.55; MISS
scale_factor = 0.75; image = 00247; x =  453; y = 124; confidence = 0.45; MISS
scale_factor = 0.75; image = 00247; x =  664; y = 123; confidence = 0.52; MISS
scale_factor = 0.75; image = 00247; x =  823; y = 122; confidence = 0.35; MISS
scale_factor = 0.75; image = 00247; x =  946; y = 136; confidence = 0.32; MISS
scale_factor = 0.75; image = 00247; x = 1076; y = 144; confidence = 0.47; MISS
scale_factor = 0.75; image = 00247; x = 1229; y =  67; confidence = 0.48; MISS
scale_factor = 0.75; image = 00247; x = 1304; y = 182; confidence = 0.42; MISS
scale_factor = 0.75; image = 00247; x =  112; y = 222; confidence = 0.46; MISS
scale_factor = 0.75; image = 00247; x =  244; y = 288; confidence = 0.55; MISS
scale_factor = 0.75; image = 00247; x =  362; y = 200; confidence = 0.65; MISS
scale_factor = 0.75; image = 00247; x =  542; y = 249; confidence = 0.40; MISS
scale_factor = 0.75; image = 00247; x =  764; y = 221; confidence = 0.27; MISS
scale_factor = 0.75; image = 00241; x =  858; y = 378; confidence = 0.85; HIT ***
scale_factor = 0.75; image = 00247; x =  952; y = 272; confidence = 0.64; MISS
scale_factor = 0.75; image = 00247; x = 1095; y = 284; confidence = 0.63; MISS
scale_factor = 0.75; image = 00247; x = 1242; y = 291; confidence = 0.51; MISS
scale_factor = 0.75; image = 00247; x = 1308; y = 294; confidence = 0.33; MISS
scale_factor = 0.75; image = 00247; x =  177; y = 417; confidence = 0.45; MISS
scale_factor = 0.75; image = 00247; x =  245; y = 424; confidence = 0.52; MISS
scale_factor = 0.75; image = 00247; x =  410; y = 480; confidence = 0.58; MISS
scale_factor = 0.75; image = 00247; x =  502; y = 346; confidence = 0.31; MISS
scale_factor = 0.75; image = 00247; x =  705; y = 300; confidence = 0.24; MISS
scale_factor = 0.75; image = 00241; x =  859; y = 378; confidence = 0.84; HIT ***
scale_factor = 0.75; image = 00241; x =  858; y = 378; confidence = 0.86; HIT ***
scale_factor = 0.75; image = 00247; x = 1095; y = 291; confidence = 0.61; MISS
scale_factor = 0.75; image = 00247; x = 1234; y = 383; confidence = 0.52; MISS
scale_factor = 0.75; image = 00247; x = 1305; y = 294; confidence = 0.32; MISS
scale_factor = 0.75; image = 00247; x =  174; y = 418; confidence = 0.43; MISS
scale_factor = 0.75; image = 00247; x =  236; y = 424; confidence = 0.55; MISS
scale_factor = 0.75; image = 00247; x =  408; y = 532; confidence = 0.52; MISS
scale_factor = 0.75; image = 00247; x =  472; y = 484; confidence = 0.47; MISS
scale_factor = 0.75; image = 00247; x =  749; y = 620; confidence = 0.00; MISS
scale_factor = 0.75; image = 00247; x =  899; y = 595; confidence = 0.32; MISS
scale_factor = 0.75; image = 00247; x =  935; y = 521; confidence = 0.52; MISS
scale_factor = 0.75; image = 00247; x = 1042; y = 526; confidence = 0.60; MISS
scale_factor = 0.75; image = 00247; x = 1132; y = 546; confidence = 0.57; MISS
scale_factor = 0.75; image = 00247; x = 1348; y = 568; confidence = 0.47; MISS
scale_factor = 0.75; image = 00247; x =  132; y = 538; confidence = 0.00; MISS
scale_factor = 0.75; image = 00247; x =  266; y = 538; confidence = 0.00; MISS
scale_factor = 0.75; image = 00247; x =  400; y = 546; confidence = 0.05; MISS
scale_factor = 0.75; image = 00247; x =  534; y = 538; confidence = 0.00; MISS
scale_factor = 0.75; image = 00247; x =  709; y = 786; confidence = 0.22; MISS
scale_factor = 0.75; image = 00247; x =  876; y = 670; confidence = 0.46; MISS
scale_factor = 0.75; image = 00247; x =  946; y = 709; confidence = 0.47; MISS
scale_factor = 0.75; image = 00247; x = 1064; y = 674; confidence = 0.49; MISS
scale_factor = 0.75; image = 00247; x = 1210; y = 697; confidence = 0.68; MISS
scale_factor = 0.75; image = 00247; x = 1340; y = 652; confidence = 0.36; MISS
### Current Image = 00241; Traffic signs searched =   15; Traffic signs found =   15; Best confidence = 0.855083; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00244.ppm
scale_factor = 0.75; image = 00250; x =  164; y =  98; confidence = 0.58; MISS
scale_factor = 0.75; image = 00250; x =  257; y = 148; confidence = 0.47; MISS
scale_factor = 0.75; image = 00250; x =  386; y = 244; confidence = 0.49; MISS
scale_factor = 0.75; image = 00250; x =  528; y =  75; confidence = 0.51; MISS
scale_factor = 0.75; image = 00250; x =  636; y = 149; confidence = 0.51; MISS
scale_factor = 0.75; image = 00250; x =  822; y =  99; confidence = 0.43; MISS
scale_factor = 0.75; image = 00250; x =  998; y = 142; confidence = 0.66; MISS
scale_factor = 0.75; image = 00250; x = 1018; y = 137; confidence = 0.57; MISS
scale_factor = 0.75; image = 00250; x = 1212; y = 160; confidence = 0.34; MISS
scale_factor = 0.75; image = 00250; x = 1304; y = 130; confidence = 0.26; MISS
scale_factor = 0.75; image = 00250; x =  124; y = 249; confidence = 0.40; MISS
scale_factor = 0.75; image = 00250; x =  290; y = 260; confidence = 0.52; MISS
scale_factor = 0.75; image = 00250; x =  380; y = 245; confidence = 0.48; MISS
scale_factor = 0.75; image = 00250; x =  608; y = 291; confidence = 0.80; MISS
scale_factor = 0.75; image = 00250; x =  607; y = 288; confidence = 0.82; MISS
scale_factor = 0.75; image = 00250; x =  819; y = 270; confidence = 0.74; MISS
scale_factor = 0.75; image = 00250; x =  911; y = 230; confidence = 0.47; MISS
scale_factor = 0.75; image = 00250; x = 1000; y = 242; confidence = 0.50; MISS
scale_factor = 0.75; image = 00250; x = 1176; y = 240; confidence = 0.45; MISS
scale_factor = 0.75; image = 00250; x = 1310; y = 286; confidence = 0.31; MISS
scale_factor = 0.75; image = 00250; x =  111; y = 302; confidence = 0.19; MISS
scale_factor = 0.75; image = 00250; x =  202; y = 444; confidence = 0.32; MISS
scale_factor = 0.75; image = 00244; x =  504; y = 399; confidence = 0.80; HIT ***
scale_factor = 0.75; image = 00244; x =  520; y = 398; confidence = 0.79; HIT ***
scale_factor = 0.75; image = 00250; x =  616; y = 290; confidence = 0.77; MISS
scale_factor = 0.75; image = 00250; x =  856; y = 296; confidence = 0.03; MISS
scale_factor = 0.75; image = 00250; x =  941; y = 410; confidence = 0.00; MISS
scale_factor = 0.75; image = 00250; x = 1092; y = 442; confidence = 0.34; MISS
scale_factor = 0.75; image = 00244; x = 1252; y = 440; confidence = 0.83; HIT ***
scale_factor = 0.75; image = 00244; x = 1252; y = 430; confidence = 0.95; HIT ***
scale_factor = 0.75; image = 00250; x =  205; y = 446; confidence = 0.26; MISS
scale_factor = 0.75; image = 00250; x =  202; y = 444; confidence = 0.31; MISS
scale_factor = 0.75; image = 00250; x =  322; y = 441; confidence = 0.03; MISS
scale_factor = 0.75; image = 00250; x =  449; y = 442; confidence = 0.01; MISS
scale_factor = 0.75; image = 00250; x =  668; y = 404; confidence = 0.00; MISS
scale_factor = 0.75; image = 00250; x =  922; y = 506; confidence = 0.00; MISS
scale_factor = 0.75; image = 00250; x = 1026; y = 514; confidence = 0.03; MISS
scale_factor = 0.75; image = 00250; x = 1065; y = 536; confidence = 0.32; MISS
scale_factor = 0.75; image = 00244; x = 1250; y = 434; confidence = 0.90; HIT ***
scale_factor = 0.75; image = 00244; x = 1264; y = 438; confidence = 0.88; HIT ***
scale_factor = 0.75; image = 00250; x =   28; y = 611; confidence = 0.00; MISS
scale_factor = 0.75; image = 00250; x =  154; y = 630; confidence = 0.00; MISS
scale_factor = 0.75; image = 00250; x =  400; y = 538; confidence = 0.00; MISS
scale_factor = 0.75; image = 00250; x =  534; y = 538; confidence = 0.00; MISS
scale_factor = 0.75; image = 00250; x =  668; y = 538; confidence = 0.00; MISS
scale_factor = 0.75; image = 00250; x =  802; y = 538; confidence = 0.00; MISS
scale_factor = 0.75; image = 00250; x =  936; y = 538; confidence = 0.00; MISS
scale_factor = 0.75; image = 00250; x = 1075; y = 563; confidence = 0.01; MISS
scale_factor = 0.75; image = 00250; x = 1216; y = 611; confidence = 0.32; MISS
scale_factor = 0.75; image = 00250; x = 1320; y = 677; confidence = 0.18; MISS
### Current Image = 00244; Traffic signs searched =   16; Traffic signs found =   16; Best confidence = 0.952415; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00246.ppm
scale_factor = 0.75; image = 00252; x =   94; y = 230; confidence = 0.64; MISS
scale_factor = 0.75; image = 00252; x =  272; y = 131; confidence = 0.05; MISS
scale_factor = 0.75; image = 00252; x =  396; y = 124; confidence = 0.20; MISS
scale_factor = 0.75; image = 00252; x =  512; y = 150; confidence = 0.57; MISS
scale_factor = 0.75; image = 00252; x =  592; y = 180; confidence = 0.39; MISS
scale_factor = 0.75; image = 00252; x =  784; y = 134; confidence = 0.03; MISS
scale_factor = 0.75; image = 00252; x =  898; y =  72; confidence = 0.19; MISS
scale_factor = 0.75; image = 00252; x = 1104; y = 134; confidence = 0.37; MISS
scale_factor = 0.75; image = 00252; x = 1234; y = 166; confidence = 0.57; MISS
scale_factor = 0.75; image = 00252; x = 1330; y = 130; confidence = 0.31; MISS
scale_factor = 0.75; image = 00252; x =  104; y = 233; confidence = 0.56; MISS
scale_factor = 0.75; image = 00252; x =  260; y = 250; confidence = 0.23; MISS
scale_factor = 0.75; image = 00252; x =  461; y = 284; confidence = 0.51; MISS
scale_factor = 0.75; image = 00252; x =  559; y = 288; confidence = 0.49; MISS
scale_factor = 0.75; image = 00252; x =  667; y = 270; confidence = 0.17; MISS
scale_factor = 0.75; image = 00252; x =  807; y = 283; confidence = 0.29; MISS
scale_factor = 0.75; image = 00252; x =  895; y = 245; confidence = 0.50; MISS
scale_factor = 0.75; image = 00252; x = 1080; y = 214; confidence = 0.27; MISS
scale_factor = 0.75; image = 00252; x = 1250; y = 286; confidence = 0.37; MISS
scale_factor = 0.75; image = 00252; x = 1330; y = 286; confidence = 0.43; MISS
scale_factor = 0.75; image = 00252; x =  134; y = 402; confidence = 0.14; MISS
scale_factor = 0.75; image = 00246; x =  323; y = 402; confidence = 0.90; HIT ***
scale_factor = 0.75; image = 00246; x =  343; y = 408; confidence = 0.79; HIT ***
scale_factor = 0.75; image = 00252; x =  484; y = 363; confidence = 0.47; MISS
scale_factor = 0.75; image = 00252; x =  654; y = 290; confidence = 0.40; MISS
scale_factor = 0.75; image = 00252; x =  757; y = 291; confidence = 0.24; MISS
scale_factor = 0.75; image = 00252; x =  985; y = 420; confidence = 0.09; MISS
scale_factor = 0.75; image = 00246; x = 1123; y = 425; confidence = 0.66; HIT ***
scale_factor = 0.75; image = 00246; x = 1122; y = 421; confidence = 0.71; HIT ***
scale_factor = 0.75; image = 00252; x = 1337; y = 383; confidence = 0.04; MISS
scale_factor = 0.75; image = 00252; x =   92; y = 478; confidence = 0.44; MISS
scale_factor = 0.75; image = 00252; x =  194; y = 476; confidence = 0.06; MISS
scale_factor = 0.75; image = 00252; x =  344; y = 417; confidence = 0.45; MISS
scale_factor = 0.75; image = 00252; x =  534; y = 404; confidence = 0.00; MISS
scale_factor = 0.75; image = 00252; x =  668; y = 404; confidence = 0.00; MISS
scale_factor = 0.75; image = 00252; x =  866; y = 444; confidence = 0.00; MISS
scale_factor = 0.75; image = 00252; x = 1050; y = 473; confidence = 0.55; MISS
scale_factor = 0.75; image = 00246; x = 1111; y = 437; confidence = 0.66; HIT ***
scale_factor = 0.75; image = 00252; x = 1237; y = 552; confidence = 0.44; MISS
scale_factor = 0.75; image = 00252; x = 1336; y = 563; confidence = 0.69; MISS
scale_factor = 0.75; image = 00252; x =   38; y = 667; confidence = 0.07; MISS
scale_factor = 0.75; image = 00252; x =  266; y = 538; confidence = 0.00; MISS
scale_factor = 0.75; image = 00252; x =  400; y = 538; confidence = 0.00; MISS
scale_factor = 0.75; image = 00252; x =  534; y = 538; confidence = 0.00; MISS
scale_factor = 0.75; image = 00252; x =  668; y = 538; confidence = 0.00; MISS
scale_factor = 0.75; image = 00252; x =  802; y = 538; confidence = 0.00; MISS
scale_factor = 0.75; image = 00252; x = 1012; y = 568; confidence = 0.00; MISS
scale_factor = 0.75; image = 00252; x = 1070; y = 563; confidence = 0.00; MISS
scale_factor = 0.75; image = 00252; x = 1306; y = 688; confidence = 0.60; MISS
scale_factor = 0.75; image = 00252; x = 1333; y = 725; confidence = 0.64; MISS
### Current Image = 00246; Traffic signs searched =   17; Traffic signs found =   17; Best confidence = 0.898342; Percentage found = 100.00; HIT
### Current Image = 00246; Traffic signs searched =   18; Traffic signs found =   18; Best confidence = 0.712329; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00252.ppm
scale_factor = 0.75; image = 00258; x =  176; y = 204; confidence = 0.42; MISS
scale_factor = 0.75; image = 00258; x =  300; y =  60; confidence = 0.60; MISS
scale_factor = 0.75; image = 00258; x =  425; y = 226; confidence = 0.49; MISS
scale_factor = 0.75; image = 00258; x =  544; y = 206; confidence = 0.64; MISS
scale_factor = 0.75; image = 00258; x =  706; y = 244; confidence = 0.59; MISS
scale_factor = 0.75; image = 00258; x =  757; y = 246; confidence = 0.70; MISS
scale_factor = 0.75; image = 00258; x =  977; y = 152; confidence = 0.32; MISS
scale_factor = 0.75; image = 00258; x = 1062; y = 138; confidence = 0.47; MISS
scale_factor = 0.75; image = 00258; x = 1228; y = 206; confidence = 0.58; MISS
scale_factor = 0.75; image = 00258; x = 1301; y = 177; confidence = 0.67; MISS
scale_factor = 0.75; image = 00258; x =   74; y = 266; confidence = 0.42; MISS
scale_factor = 0.75; image = 00258; x =  311; y = 282; confidence = 0.42; MISS
scale_factor = 0.75; image = 00258; x =  402; y = 268; confidence = 0.24; MISS
scale_factor = 0.75; image = 00258; x =  546; y = 204; confidence = 0.66; MISS
scale_factor = 0.75; image = 00258; x =  667; y = 270; confidence = 0.66; MISS
scale_factor = 0.75; image = 00258; x =  761; y = 245; confidence = 0.60; MISS
scale_factor = 0.75; image = 00252; x =  927; y = 383; confidence = 0.96; HIT ***
scale_factor = 0.75; image = 00258; x = 1056; y = 304; confidence = 0.52; MISS
scale_factor = 0.75; image = 00258; x = 1254; y = 248; confidence = 0.50; MISS
scale_factor = 0.75; image = 00258; x = 1337; y = 291; confidence = 0.38; MISS
scale_factor = 0.75; image = 00258; x =  154; y = 370; confidence = 0.36; MISS
scale_factor = 0.75; image = 00258; x =  278; y = 399; confidence = 0.40; MISS
scale_factor = 0.75; image = 00258; x =  492; y = 490; confidence = 0.69; MISS
scale_factor = 0.75; image = 00258; x =  580; y = 412; confidence = 0.44; MISS
scale_factor = 0.75; image = 00258; x =  615; y = 448; confidence = 0.50; MISS
scale_factor = 0.75; image = 00258; x =  811; y = 406; confidence = 0.10; MISS
scale_factor = 0.75; image = 00252; x =  940; y = 402; confidence = 0.85; HIT ***
scale_factor = 0.75; image = 00258; x = 1151; y = 409; confidence = 0.63; MISS
scale_factor = 0.75; image = 00258; x = 1150; y = 408; confidence = 0.64; MISS
scale_factor = 0.75; image = 00258; x = 1330; y = 310; confidence = 0.65; MISS
scale_factor = 0.75; image = 00258; x =  150; y = 546; confidence = 0.33; MISS
scale_factor = 0.75; image = 00258; x =  261; y = 548; confidence = 0.57; MISS
scale_factor = 0.75; image = 00258; x =  437; y = 538; confidence = 0.44; MISS
scale_factor = 0.75; image = 00258; x =  536; y = 536; confidence = 0.45; MISS
scale_factor = 0.75; image = 00258; x =  672; y = 536; confidence = 0.68; MISS
scale_factor = 0.75; image = 00258; x =  810; y = 554; confidence = 0.44; MISS
scale_factor = 0.75; image = 00252; x =  927; y = 457; confidence = 0.98; HIT ***
scale_factor = 0.75; image = 00258; x = 1050; y = 513; confidence = 0.40; MISS
scale_factor = 0.75; image = 00258; x = 1204; y = 534; confidence = 0.23; MISS
scale_factor = 0.75; image = 00258; x = 1330; y = 559; confidence = 0.39; MISS
scale_factor = 0.75; image = 00258; x =  123; y = 591; confidence = 0.12; MISS
scale_factor = 0.75; image = 00258; x =  291; y = 670; confidence = 0.44; MISS
scale_factor = 0.75; image = 00258; x =  376; y = 716; confidence = 0.44; MISS
scale_factor = 0.75; image = 00258; x =  441; y = 622; confidence = 0.56; MISS
scale_factor = 0.75; image = 00258; x =  725; y = 708; confidence = 0.61; MISS
scale_factor = 0.75; image = 00258; x =  784; y = 640; confidence = 0.47; MISS
scale_factor = 0.75; image = 00258; x =  965; y = 725; confidence = 0.35; MISS
scale_factor = 0.75; image = 00258; x = 1082; y = 712; confidence = 0.48; MISS
scale_factor = 0.75; image = 00258; x = 1256; y = 710; confidence = 0.50; MISS
scale_factor = 0.75; image = 00258; x = 1254; y = 706; confidence = 0.51; MISS
### Current Image = 00252; Traffic signs searched =   19; Traffic signs found =   19; Best confidence = 0.961788; Percentage found = 100.00; HIT
### Current Image = 00252; Traffic signs searched =   20; Traffic signs found =   20; Best confidence = 0.981975; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00259.ppm
scale_factor = 0.75; image = 00265; x =  126; y = 110; confidence = 0.39; MISS
scale_factor = 0.75; image = 00265; x =  250; y = 118; confidence = 0.53; MISS
scale_factor = 0.75; image = 00265; x =  402; y = 134; confidence = 0.24; MISS
scale_factor = 0.75; image = 00265; x =  568; y = 134; confidence = 0.42; MISS
scale_factor = 0.75; image = 00265; x =  702; y = 189; confidence = 0.54; MISS
scale_factor = 0.75; image = 00265; x =  894; y = 222; confidence = 0.83; MISS
scale_factor = 0.75; image = 00265; x =  936; y = 140; confidence = 0.29; MISS
scale_factor = 0.75; image = 00265; x = 1068; y = 137; confidence = 0.24; MISS
scale_factor = 0.75; image = 00265; x = 1217; y =  91; confidence = 0.54; MISS
scale_factor = 0.75; image = 00265; x = 1312; y = 224; confidence = 0.61; MISS
scale_factor = 0.75; image = 00265; x =  128; y = 265; confidence = 0.39; MISS
scale_factor = 0.75; image = 00265; x =  322; y = 330; confidence = 0.60; MISS
scale_factor = 0.75; image = 00265; x =  445; y = 257; confidence = 0.40; MISS
scale_factor = 0.75; image = 00265; x =  476; y = 237; confidence = 0.42; MISS
scale_factor = 0.75; image = 00265; x =  702; y = 188; confidence = 0.52; MISS
scale_factor = 0.75; image = 00265; x =  891; y = 225; confidence = 0.74; MISS
scale_factor = 0.75; image = 00265; x =  894; y = 225; confidence = 0.80; MISS
scale_factor = 0.75; image = 00265; x = 1088; y = 268; confidence = 0.48; MISS
scale_factor = 0.75; image = 00265; x = 1220; y = 274; confidence = 0.52; MISS
scale_factor = 0.75; image = 00265; x = 1254; y = 304; confidence = 0.60; MISS
scale_factor = 0.75; image = 00265; x =  201; y = 449; confidence = 0.58; MISS
scale_factor = 0.75; image = 00265; x =  224; y = 328; confidence = 0.48; MISS
scale_factor = 0.75; image = 00265; x =  387; y = 482; confidence = 0.70; MISS
scale_factor = 0.75; image = 00265; x =  550; y = 416; confidence = 0.51; MISS
scale_factor = 0.75; image = 00265; x =  668; y = 387; confidence = 0.25; MISS
scale_factor = 0.75; image = 00265; x =  810; y = 404; confidence = 0.03; MISS
scale_factor = 0.75; image = 00265; x =  932; y = 398; confidence = 0.15; MISS
scale_factor = 0.75; image = 00265; x = 1038; y = 391; confidence = 0.40; MISS
scale_factor = 0.75; image = 00259; x = 1220; y = 448; confidence = 0.93; HIT ***
scale_factor = 0.75; image = 00259; x = 1228; y = 449; confidence = 0.94; HIT ***
scale_factor = 0.75; image = 00265; x =  152; y = 516; confidence = 0.65; MISS
scale_factor = 0.75; image = 00265; x =  261; y = 575; confidence = 0.52; MISS
scale_factor = 0.75; image = 00265; x =  410; y = 530; confidence = 0.69; MISS
scale_factor = 0.75; image = 00265; x =  550; y = 532; confidence = 0.16; MISS
scale_factor = 0.75; image = 00265; x =  777; y = 550; confidence = 0.70; MISS
scale_factor = 0.75; image = 00265; x =  776; y = 551; confidence = 0.62; MISS
scale_factor = 0.75; image = 00265; x =  926; y = 540; confidence = 0.53; MISS
scale_factor = 0.75; image = 00265; x = 1054; y = 556; confidence = 0.41; MISS
scale_factor = 0.75; image = 00259; x = 1224; y = 450; confidence = 0.98; HIT ***
scale_factor = 0.75; image = 00265; x = 1333; y = 542; confidence = 0.41; MISS
scale_factor = 0.75; image = 00265; x =   98; y = 670; confidence = 0.48; MISS
scale_factor = 0.75; image = 00265; x =  264; y = 654; confidence = 0.30; MISS
scale_factor = 0.75; image = 00265; x =  390; y = 694; confidence = 0.35; MISS
scale_factor = 0.75; image = 00265; x =  607; y = 580; confidence = 0.43; MISS
scale_factor = 0.75; image = 00265; x =  606; y = 580; confidence = 0.39; MISS
scale_factor = 0.75; image = 00265; x =  776; y = 548; confidence = 0.59; MISS
scale_factor = 0.75; image = 00265; x = 1032; y = 686; confidence = 0.38; MISS
scale_factor = 0.75; image = 00265; x = 1104; y = 708; confidence = 0.67; MISS
scale_factor = 0.75; image = 00265; x = 1234; y = 630; confidence = 0.53; MISS
scale_factor = 0.75; image = 00265; x = 1332; y = 658; confidence = 0.41; MISS
### Current Image = 00259; Traffic signs searched =   21; Traffic signs found =   21; Best confidence = 0.983417; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00270.ppm
scale_factor = 0.75; image = 00276; x =  140; y = 119; confidence = 0.49; MISS
scale_factor = 0.75; image = 00276; x =  292; y = 127; confidence = 0.66; MISS
scale_factor = 0.75; image = 00276; x =  404; y = 134; confidence = 0.39; MISS
scale_factor = 0.75; image = 00276; x =  591; y = 166; confidence = 0.19; MISS
scale_factor = 0.75; image = 00276; x =  678; y = 134; confidence = 0.35; MISS
scale_factor = 0.75; image = 00276; x =  770; y = 137; confidence = 0.51; MISS
scale_factor = 0.75; image = 00276; x =  871; y = 123; confidence = 0.47; MISS
scale_factor = 0.75; image = 00276; x = 1053; y = 165; confidence = 0.50; MISS
scale_factor = 0.75; image = 00276; x = 1146; y = 134; confidence = 0.38; MISS
scale_factor = 0.75; image = 00276; x = 1332; y = 132; confidence = 0.29; MISS
scale_factor = 0.75; image = 00276; x =  123; y = 283; confidence = 0.64; MISS
scale_factor = 0.75; image = 00276; x =  265; y = 275; confidence = 0.16; MISS
scale_factor = 0.75; image = 00276; x =  390; y = 265; confidence = 0.43; MISS
scale_factor = 0.75; image = 00276; x =  517; y = 275; confidence = 0.32; MISS
scale_factor = 0.75; image = 00276; x =  648; y = 268; confidence = 0.54; MISS
scale_factor = 0.75; image = 00276; x =  796; y = 265; confidence = 0.38; MISS
scale_factor = 0.75; image = 00276; x =  934; y = 270; confidence = 0.31; MISS
scale_factor = 0.75; image = 00276; x =  997; y = 252; confidence = 0.57; MISS
scale_factor = 0.75; image = 00276; x = 1206; y = 257; confidence = 0.05; MISS
scale_factor = 0.75; image = 00276; x = 1325; y = 236; confidence = 0.17; MISS
scale_factor = 0.75; image = 00270; x =  254; y = 440; confidence = 0.86; HIT ***
scale_factor = 0.75; image = 00270; x =  260; y = 438; confidence = 0.94; HIT ***
scale_factor = 0.75; image = 00270; x =  279; y = 441; confidence = 0.78; HIT ***
scale_factor = 0.75; image = 00276; x =  572; y = 294; confidence = 0.33; MISS
scale_factor = 0.75; image = 00276; x =  623; y = 291; confidence = 0.44; MISS
scale_factor = 0.75; image = 00276; x =  815; y = 306; confidence = 0.35; MISS
scale_factor = 0.75; image = 00276; x = 1006; y = 434; confidence = 0.54; MISS
scale_factor = 0.75; image = 00276; x = 1030; y = 402; confidence = 0.51; MISS
scale_factor = 0.75; image = 00270; x = 1258; y = 489; confidence = 0.99; HIT ***
scale_factor = 0.75; image = 00270; x = 1264; y = 492; confidence = 1.00; HIT ***
scale_factor = 0.75; image = 00276; x =   56; y = 492; confidence = 0.00; MISS
scale_factor = 0.75; image = 00270; x =  258; y = 444; confidence = 0.91; HIT ***
scale_factor = 0.75; image = 00276; x =  402; y = 536; confidence = 0.00; MISS
scale_factor = 0.75; image = 00276; x =  534; y = 404; confidence = 0.00; MISS
scale_factor = 0.75; image = 00276; x =  684; y = 416; confidence = 0.00; MISS
scale_factor = 0.75; image = 00276; x =  882; y = 429; confidence = 0.00; MISS
scale_factor = 0.75; image = 00276; x = 1008; y = 432; confidence = 0.44; MISS
scale_factor = 0.75; image = 00276; x = 1006; y = 434; confidence = 0.54; MISS
scale_factor = 0.75; image = 00270; x = 1256; y = 493; confidence = 1.00; HIT ***
scale_factor = 0.75; image = 00270; x = 1257; y = 494; confidence = 1.00; HIT ***
scale_factor = 0.75; image = 00276; x =  100; y = 568; confidence = 0.00; MISS
scale_factor = 0.75; image = 00276; x =  210; y = 580; confidence = 0.00; MISS
scale_factor = 0.75; image = 00276; x =  400; y = 538; confidence = 0.00; MISS
scale_factor = 0.75; image = 00276; x =  534; y = 538; confidence = 0.00; MISS
scale_factor = 0.75; image = 00276; x =  668; y = 538; confidence = 0.00; MISS
scale_factor = 0.75; image = 00276; x =  802; y = 538; confidence = 0.00; MISS
scale_factor = 0.75; image = 00276; x =  911; y = 789; confidence = 0.00; MISS
scale_factor = 0.75; image = 00276; x = 1104; y = 694; confidence = 0.22; MISS
scale_factor = 0.75; image = 00276; x = 1217; y = 714; confidence = 0.39; MISS
scale_factor = 0.75; image = 00276; x = 1326; y = 708; confidence = 0.30; MISS
### Current Image = 00270; Traffic signs searched =   22; Traffic signs found =   22; Best confidence = 0.943764; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00287.ppm
scale_factor = 0.75; image = 00293; x =  126; y = 138; confidence = 0.37; MISS
scale_factor = 0.75; image = 00293; x =  291; y = 161; confidence = 0.55; MISS
scale_factor = 0.75; image = 00293; x =  395; y = 132; confidence = 0.27; MISS
scale_factor = 0.75; image = 00293; x =  469; y = 120; confidence = 0.60; MISS
scale_factor = 0.75; image = 00293; x =  674; y = 136; confidence = 0.09; MISS
scale_factor = 0.75; image = 00293; x =  808; y = 154; confidence = 0.37; MISS
scale_factor = 0.75; image = 00293; x =  992; y = 149; confidence = 0.12; MISS
scale_factor = 0.75; image = 00293; x = 1086; y = 114; confidence = 0.48; MISS
scale_factor = 0.75; image = 00293; x = 1214; y = 168; confidence = 0.15; MISS
scale_factor = 0.75; image = 00293; x = 1340; y = 149; confidence = 0.08; MISS
