# Please wait, building network...
# 0.075 # 0.124 # 0.075 
# 0.124 # 0.204 # 0.124 
# 0.075 # 0.124 # 0.075 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.002 # 0.010 # 0.029 # 0.057 # 0.071 # 0.057 # 0.029 # 0.010 # 0.002 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
Locale set to C.
Number of images with traffic signs within criterion = 53
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00004.ppm
''Image file name: /home/alberto/TIAGO/haar_competition/test_full/00004.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00012.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00027.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00057.ppm
delta = 143
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00065.ppm
scale_factor = 0.70; image = 00073; x =  166; y = 127; confidence = 0.00; MISS
scale_factor = 0.70; image = 00230; x = 1060; y = 608; confidence = 0.33; MISS
scale_factor = 0.70; image = 00230; x = 1119; y = 721; confidence = 0.47; MISS
scale_factor = 0.70; image = 00230; x = 1292; y = 760; confidence = 0.47; MISS
### Current Image = 00224; Traffic signs searched =   13; Traffic signs found =   13; Best confidence = 1.000000; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00244.ppm
scale_factor = 0.70; image = 00250; x =  106; y = 121; confidence = 0.38; MISS
scale_factor = 0.70; image = 00250; x =  286; y = 143; confidence = 0.11; MISS
scale_factor = 0.70; image = 00250; x =  420; y = 140; confidence = 0.00; MISS
scale_factor = 0.70; image = 00250; x =  641; y = 149; confidence = 0.40; MISS
scale_factor = 0.70; image = 00250; x =  639; y = 146; confidence = 0.53; MISS
scale_factor = 0.70; image = 00250; x =  864; y = 143; confidence = 0.20; MISS
scale_factor = 0.70; image = 00250; x = 1001; y = 148; confidence = 0.49; MISS
scale_factor = 0.70; image = 00250; x = 1146; y = 136; confidence = 0.10; MISS
scale_factor = 0.70; image = 00250; x = 1292; y = 137; confidence = 0.16; MISS
scale_factor = 0.70; image = 00250; x =  192; y = 329; confidence = 0.48; MISS
scale_factor = 0.70; image = 00250; x =  244; y = 260; confidence = 0.40; MISS
scale_factor = 0.70; image = 00244; x =  519; y = 382; confidence = 0.69; HIT ***
scale_factor = 0.70; image = 00250; x =  594; y = 291; confidence = 0.41; MISS
scale_factor = 0.70; image = 00250; x =  815; y = 274; confidence = 0.79; MISS
scale_factor = 0.70; image = 00250; x =  841; y = 276; confidence = 0.69; MISS
scale_factor = 0.70; image = 00250; x =  998; y = 288; confidence = 0.22; MISS
scale_factor = 0.70; image = 00250; x = 1190; y = 233; confidence = 0.40; MISS
scale_factor = 0.70; image = 00250; x = 1287; y = 286; confidence = 0.11; MISS
scale_factor = 0.70; image = 00250; x =  192; y = 330; confidence = 0.34; MISS
scale_factor = 0.70; image = 00250; x =  193; y = 329; confidence = 0.50; MISS
scale_factor = 0.70; image = 00244; x =  516; y = 380; confidence = 0.75; HIT ***
scale_factor = 0.70; image = 00244; x =  516; y = 383; confidence = 0.74; HIT ***
scale_factor = 0.70; image = 00250; x =  727; y = 350; confidence = 0.02; MISS
scale_factor = 0.70; image = 00250; x =  914; y = 316; confidence = 0.41; MISS
scale_factor = 0.70; image = 00250; x = 1040; y = 406; confidence = 0.40; MISS
scale_factor = 0.70; image = 00250; x = 1163; y = 458; confidence = 0.40; MISS
scale_factor = 0.70; image = 00244; x = 1264; y = 442; confidence = 0.73; HIT ***
scale_factor = 0.70; image = 00250; x =   68; y = 639; confidence = 0.00; MISS
scale_factor = 0.70; image = 00250; x =  231; y = 446; confidence = 0.00; MISS
scale_factor = 0.70; image = 00250; x =  458; y = 453; confidence = 0.00; MISS
scale_factor = 0.70; image = 00250; x =  547; y = 445; confidence = 0.00; MISS
scale_factor = 0.70; image = 00250; x =  715; y = 572; confidence = 0.00; MISS
scale_factor = 0.70; image = 00250; x =  940; y = 470; confidence = 0.00; MISS
scale_factor = 0.70; image = 00250; x = 1068; y = 535; confidence = 0.29; MISS
scale_factor = 0.70; image = 00250; x = 1194; y = 569; confidence = 0.31; MISS
scale_factor = 0.70; image = 00250; x = 1289; y = 574; confidence = 0.17; MISS
scale_factor = 0.70; image = 00250; x =   64; y = 638; confidence = 0.00; MISS
scale_factor = 0.70; image = 00250; x =  267; y = 800; confidence = 0.00; MISS
scale_factor = 0.70; image = 00250; x =  449; y = 800; confidence = 0.00; MISS
scale_factor = 0.70; image = 00250; x =  553; y = 800; confidence = 0.00; MISS
scale_factor = 0.70; image = 00250; x =  735; y = 800; confidence = 0.00; MISS
scale_factor = 0.70; image = 00250; x =  839; y = 800; confidence = 0.00; MISS
scale_factor = 0.70; image = 00250; x =  982; y = 800; confidence = 0.00; MISS
scale_factor = 0.70; image = 00250; x = 1210; y = 626; confidence = 0.46; MISS
scale_factor = 0.70; image = 00250; x = 1210; y = 632; confidence = 0.27; MISS
### Current Image = 00244; Traffic signs searched =   14; Traffic signs found =   14; Best confidence = 0.728190; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00246.ppm
scale_factor = 0.70; image = 00252; x =  185; y =  91; confidence = 0.03; MISS
scale_factor = 0.70; image = 00252; x =  284; y = 131; confidence = 0.02; MISS
scale_factor = 0.70; image = 00252; x =  429; y = 140; confidence = 0.27; MISS
scale_factor = 0.70; image = 00252; x =  566; y = 182; confidence = 0.54; MISS
scale_factor = 0.70; image = 00252; x =  709; y = 150; confidence = 0.03; MISS
scale_factor = 0.70; image = 00252; x =  868; y = 117; confidence = 0.12; MISS
scale_factor = 0.70; image = 00252; x =  999; y = 127; confidence = 0.29; MISS
scale_factor = 0.70; image = 00252; x = 1128; y = 124; confidence = 0.41; MISS
scale_factor = 0.70; image = 00252; x = 1304; y = 176; confidence = 0.18; MISS
scale_factor = 0.70; image = 00252; x =  101; y = 260; confidence = 0.39; MISS
scale_factor = 0.70; image = 00246; x =  335; y = 386; confidence = 0.86; HIT ***
scale_factor = 0.70; image = 00252; x =  419; y = 226; confidence = 0.49; MISS
scale_factor = 0.70; image = 00252; x =  585; y = 283; confidence = 0.55; MISS
scale_factor = 0.70; image = 00252; x =  730; y = 291; confidence = 0.12; MISS
scale_factor = 0.70; image = 00252; x =  798; y = 266; confidence = 0.49; MISS
scale_factor = 0.70; image = 00252; x =  992; y = 291; confidence = 0.34; MISS
scale_factor = 0.70; image = 00246; x = 1119; y = 415; confidence = 0.79; HIT ***
scale_factor = 0.70; image = 00252; x = 1332; y = 316; confidence = 0.50; MISS
scale_factor = 0.70; image = 00252; x =   96; y = 476; confidence = 0.42; MISS
scale_factor = 0.70; image = 00246; x =  333; y = 384; confidence = 0.82; HIT ***
scale_factor = 0.70; image = 00246; x =  332; y = 384; confidence = 0.84; HIT ***
scale_factor = 0.70; image = 00252; x =  609; y = 300; confidence = 0.16; MISS
scale_factor = 0.70; image = 00252; x =  734; y = 313; confidence = 0.17; MISS
scale_factor = 0.70; image = 00252; x =  985; y = 384; confidence = 0.32; MISS
scale_factor = 0.70; image = 00246; x = 1124; y = 420; confidence = 0.78; HIT ***
scale_factor = 0.70; image = 00246; x = 1124; y = 419; confidence = 0.79; HIT ***
scale_factor = 0.70; image = 00252; x = 1289; y = 422; confidence = 0.07; MISS
scale_factor = 0.70; image = 00252; x =   98; y = 479; confidence = 0.39; MISS
scale_factor = 0.70; image = 00252; x =  220; y = 447; confidence = 0.16; MISS
scale_factor = 0.70; image = 00252; x =  451; y = 714; confidence = 0.00; MISS
scale_factor = 0.70; image = 00252; x =  572; y = 572; confidence = 0.00; MISS
scale_factor = 0.70; image = 00252; x =  695; y = 714; confidence = 0.00; MISS
scale_factor = 0.70; image = 00252; x =  994; y = 530; confidence = 0.02; MISS
scale_factor = 0.70; image = 00252; x = 1050; y = 473; confidence = 0.44; MISS
scale_factor = 0.70; image = 00252; x = 1261; y = 553; confidence = 0.36; MISS
scale_factor = 0.70; image = 00252; x = 1289; y = 581; confidence = 0.29; MISS
scale_factor = 0.70; image = 00252; x =   26; y = 725; confidence = 0.08; MISS
scale_factor = 0.70; image = 00252; x =  306; y = 800; confidence = 0.00; MISS
scale_factor = 0.70; image = 00252; x =  410; y = 800; confidence = 0.00; MISS
scale_factor = 0.70; image = 00252; x =  592; y = 800; confidence = 0.00; MISS
scale_factor = 0.70; image = 00252; x =  696; y = 800; confidence = 0.00; MISS
scale_factor = 0.70; image = 00252; x =  839; y = 800; confidence = 0.00; MISS
scale_factor = 0.70; image = 00252; x = 1001; y = 715; confidence = 0.00; MISS
scale_factor = 0.70; image = 00252; x = 1270; y = 683; confidence = 0.14; MISS
scale_factor = 0.70; image = 00252; x = 1278; y = 709; confidence = 0.35; MISS
### Current Image = 00246; Traffic signs searched =   15; Traffic signs found =   15; Best confidence = 0.855804; Percentage found = 100.00; HIT
### Current Image = 00246; Traffic signs searched =   16; Traffic signs found =   16; Best confidence = 0.794521; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00252.ppm
scale_factor = 0.70; image = 00258; x =  149; y = 162; confidence = 0.41; MISS
scale_factor = 0.70; image = 00258; x =  253; y = 188; confidence = 0.28; MISS
scale_factor = 0.70; image = 00258; x =  438; y = 226; confidence = 0.44; MISS
scale_factor = 0.70; image = 00258; x =  496; y = 219; confidence = 0.50; MISS
scale_factor = 0.70; image = 00258; x =  730; y = 239; confidence = 0.52; MISS
scale_factor = 0.70; image = 00258; x =  867; y = 145; confidence = 0.33; MISS
scale_factor = 0.70; image = 00258; x = 1034; y = 166; confidence = 0.51; MISS
scale_factor = 0.70; image = 00258; x = 1071; y = 146; confidence = 0.55; MISS
scale_factor = 0.70; image = 00258; x = 1292; y = 133; confidence = 0.34; MISS
scale_factor = 0.70; image = 00258; x =   41; y = 256; confidence = 0.64; MISS
scale_factor = 0.70; image = 00258; x =  295; y = 303; confidence = 0.48; MISS
scale_factor = 0.70; image = 00258; x =  475; y = 372; confidence = 0.56; MISS
scale_factor = 0.70; image = 00258; x =  595; y = 348; confidence = 0.36; MISS
scale_factor = 0.70; image = 00258; x =  741; y = 277; confidence = 0.45; MISS
scale_factor = 0.70; image = 00252; x =  933; y = 399; confidence = 0.72; HIT ***
scale_factor = 0.70; image = 00252; x =  936; y = 376; confidence = 0.76; HIT ***
scale_factor = 0.70; image = 00258; x = 1127; y = 280; confidence = 0.26; MISS
scale_factor = 0.70; image = 00258; x = 1265; y = 293; confidence = 0.44; MISS
scale_factor = 0.70; image = 00258; x =  150; y = 445; confidence = 0.08; MISS
scale_factor = 0.70; image = 00258; x =  286; y = 420; confidence = 0.08; MISS
scale_factor = 0.70; image = 00258; x =  475; y = 372; confidence = 0.57; MISS
scale_factor = 0.70; image = 00258; x =  476; y = 369; confidence = 0.61; MISS
scale_factor = 0.70; image = 00258; x =  722; y = 432; confidence = 0.44; MISS
scale_factor = 0.70; image = 00252; x =  927; y = 451; confidence = 0.99; HIT ***
scale_factor = 0.70; image = 00252; x =  941; y = 451; confidence = 0.97; HIT ***
scale_factor = 0.70; image = 00258; x = 1173; y = 436; confidence = 0.36; MISS
scale_factor = 0.70; image = 00258; x = 1287; y = 445; confidence = 0.34; MISS
scale_factor = 0.70; image = 00258; x =  126; y = 592; confidence = 0.25; MISS
scale_factor = 0.70; image = 00258; x =  296; y = 587; confidence = 0.18; MISS
scale_factor = 0.70; image = 00258; x =  441; y = 634; confidence = 0.53; MISS
scale_factor = 0.70; image = 00258; x =  589; y = 572; confidence = 0.42; MISS
scale_factor = 0.70; image = 00258; x =  713; y = 575; confidence = 0.35; MISS
scale_factor = 0.70; image = 00252; x =  927; y = 457; confidence = 0.95; HIT ***
scale_factor = 0.70; image = 00252; x =  938; y = 455; confidence = 0.97; HIT ***
scale_factor = 0.70; image = 00258; x = 1154; y = 581; confidence = 0.06; MISS
scale_factor = 0.70; image = 00258; x = 1327; y = 560; confidence = 0.41; MISS
scale_factor = 0.70; image = 00258; x =  103; y = 777; confidence = 0.34; MISS
scale_factor = 0.70; image = 00258; x =  318; y = 703; confidence = 0.40; MISS
scale_factor = 0.70; image = 00258; x =  383; y = 715; confidence = 0.42; MISS
scale_factor = 0.70; image = 00258; x =  678; y = 752; confidence = 0.72; MISS
scale_factor = 0.70; image = 00258; x =  738; y = 700; confidence = 0.55; MISS
scale_factor = 0.70; image = 00258; x =  864; y = 727; confidence = 0.15; MISS
scale_factor = 0.70; image = 00258; x =  958; y = 706; confidence = 0.47; MISS
scale_factor = 0.70; image = 00258; x = 1153; y = 715; confidence = 0.50; MISS
scale_factor = 0.70; image = 00258; x = 1251; y = 715; confidence = 0.46; MISS
### Current Image = 00252; Traffic signs searched =   17; Traffic signs found =   17; Best confidence = 0.755588; Percentage found = 100.00; HIT
### Current Image = 00252; Traffic signs searched =   18; Traffic signs found =   18; Best confidence = 0.985580; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00259.ppm
scale_factor = 0.70; image = 00265; x =   88; y = 198; confidence = 0.44; MISS
scale_factor = 0.70; image = 00265; x =  257; y = 121; confidence = 0.26; MISS
scale_factor = 0.70; image = 00265; x =  412; y = 169; confidence = 0.55; MISS
scale_factor = 0.70; image = 00265; x =  545; y = 168; confidence = 0.38; MISS
scale_factor = 0.70; image = 00265; x =  774; y = 178; confidence = 0.56; MISS
scale_factor = 0.70; image = 00265; x =  893; y = 223; confidence = 0.73; MISS
scale_factor = 0.70; image = 00265; x =  891; y = 219; confidence = 0.79; MISS
scale_factor = 0.70; image = 00265; x = 1144; y = 143; confidence = 0.29; MISS
scale_factor = 0.70; image = 00265; x = 1221; y =  98; confidence = 0.71; MISS
scale_factor = 0.70; image = 00265; x =  180; y = 321; confidence = 0.50; MISS
scale_factor = 0.70; image = 00265; x =  331; y = 338; confidence = 0.45; MISS
scale_factor = 0.70; image = 00265; x =  442; y = 257; confidence = 0.46; MISS
scale_factor = 0.70; image = 00265; x =  563; y = 298; confidence = 0.33; MISS
scale_factor = 0.70; image = 00265; x =  698; y = 293; confidence = 0.42; MISS
scale_factor = 0.70; image = 00265; x =  894; y = 221; confidence = 0.79; MISS
scale_factor = 0.70; image = 00265; x =  944; y = 281; confidence = 0.31; MISS
scale_factor = 0.70; image = 00265; x = 1101; y = 253; confidence = 0.76; MISS
scale_factor = 0.70; image = 00265; x = 1300; y = 295; confidence = 0.38; MISS
scale_factor = 0.70; image = 00265; x =  137; y = 454; confidence = 0.35; MISS
scale_factor = 0.70; image = 00265; x =  322; y = 336; confidence = 0.36; MISS
scale_factor = 0.70; image = 00265; x =  409; y = 535; confidence = 0.63; MISS
scale_factor = 0.70; image = 00265; x =  587; y = 442; confidence = 0.32; MISS
scale_factor = 0.70; image = 00265; x =  781; y = 403; confidence = 0.32; MISS
scale_factor = 0.70; image = 00265; x =  864; y = 424; confidence = 0.31; MISS
scale_factor = 0.70; image = 00265; x =  994; y = 356; confidence = 0.37; MISS
scale_factor = 0.70; image = 00259; x = 1221; y = 454; confidence = 0.95; HIT ***
scale_factor = 0.70; image = 00259; x = 1222; y = 449; confidence = 0.96; HIT ***
scale_factor = 0.70; image = 00265; x =  141; y = 557; confidence = 0.10; MISS
scale_factor = 0.70; image = 00265; x =  263; y = 575; confidence = 0.46; MISS
scale_factor = 0.70; image = 00265; x =  410; y = 536; confidence = 0.62; MISS
scale_factor = 0.70; image = 00265; x =  601; y = 542; confidence = 0.42; MISS
scale_factor = 0.70; image = 00265; x =  784; y = 552; confidence = 0.24; MISS
scale_factor = 0.70; image = 00265; x =  852; y = 559; confidence = 0.44; MISS
scale_factor = 0.70; image = 00265; x = 1036; y = 579; confidence = 0.42; MISS
scale_factor = 0.70; image = 00259; x = 1219; y = 460; confidence = 0.87; HIT ***
scale_factor = 0.70; image = 00259; x = 1224; y = 455; confidence = 0.93; HIT ***
scale_factor = 0.70; image = 00265; x =   96; y = 673; confidence = 0.49; MISS
scale_factor = 0.70; image = 00265; x =  220; y = 775; confidence = 0.31; MISS
scale_factor = 0.70; image = 00265; x =  465; y = 706; confidence = 0.52; MISS
scale_factor = 0.70; image = 00265; x =  462; y = 712; confidence = 0.48; MISS
scale_factor = 0.70; image = 00265; x =  821; y = 620; confidence = 0.06; MISS
scale_factor = 0.70; image = 00265; x =  877; y = 620; confidence = 0.30; MISS
scale_factor = 0.70; image = 00265; x = 1020; y = 794; confidence = 0.22; MISS
scale_factor = 0.70; image = 00265; x = 1169; y = 695; confidence = 0.31; MISS
scale_factor = 0.70; image = 00265; x = 1284; y = 709; confidence = 0.45; MISS
### Current Image = 00259; Traffic signs searched =   19; Traffic signs found =   19; Best confidence = 0.955299; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00270.ppm
scale_factor = 0.70; image = 00276; x =  203; y = 159; confidence = 0.44; MISS
scale_factor = 0.70; image = 00276; x =  253; y = 146; confidence = 0.39; MISS
scale_factor = 0.70; image = 00276; x =  518; y =  58; confidence = 0.05; MISS
scale_factor = 0.70; image = 00276; x =  591; y = 166; confidence = 0.32; MISS
scale_factor = 0.70; image = 00276; x =  725; y = 185; confidence = 0.44; MISS
scale_factor = 0.70; image = 00276; x =  901; y =  64; confidence = 0.10; MISS
scale_factor = 0.70; image = 00276; x = 1014; y = 146; confidence = 0.53; MISS
scale_factor = 0.70; image = 00276; x = 1138; y = 140; confidence = 0.44; MISS
scale_factor = 0.70; image = 00276; x = 1245; y =  84; confidence = 0.48; MISS
scale_factor = 0.70; image = 00276; x =  143; y = 286; confidence = 0.48; MISS
scale_factor = 0.70; image = 00276; x =  313; y = 263; confidence = 0.34; MISS
scale_factor = 0.70; image = 00276; x =  426; y = 283; confidence = 0.10; MISS
scale_factor = 0.70; image = 00276; x =  565; y = 293; confidence = 0.22; MISS
scale_factor = 0.70; image = 00276; x =  708; y = 286; confidence = 0.25; MISS
scale_factor = 0.70; image = 00276; x =  887; y = 292; confidence = 0.49; MISS
scale_factor = 0.70; image = 00276; x = 1020; y = 240; confidence = 0.19; MISS
scale_factor = 0.70; image = 00276; x = 1151; y = 281; confidence = 0.26; MISS
scale_factor = 0.70; image = 00276; x = 1202; y = 216; confidence = 0.36; MISS
scale_factor = 0.70; image = 00270; x =  266; y = 439; confidence = 0.97; HIT ***
scale_factor = 0.70; image = 00270; x =  277; y = 444; confidence = 0.78; HIT ***
scale_factor = 0.70; image = 00276; x =  438; y = 414; confidence = 0.23; MISS
scale_factor = 0.70; image = 00276; x =  546; y = 294; confidence = 0.03; MISS
scale_factor = 0.70; image = 00276; x =  688; y = 417; confidence = 0.20; MISS
scale_factor = 0.70; image = 00276; x =  908; y = 410; confidence = 0.38; MISS
scale_factor = 0.70; image = 00276; x = 1007; y = 432; confidence = 0.32; MISS
scale_factor = 0.70; image = 00270; x = 1254; y = 492; confidence = 1.00; HIT ***
scale_factor = 0.70; image = 00270; x = 1272; y = 495; confidence = 0.99; HIT ***
scale_factor = 0.70; image = 00276; x =  199; y = 579; confidence = 0.25; MISS
scale_factor = 0.70; image = 00270; x =  269; y = 447; confidence = 0.87; HIT ***
scale_factor = 0.70; image = 00276; x =  451; y = 714; confidence = 0.00; MISS
scale_factor = 0.70; image = 00276; x =  594; y = 714; confidence = 0.00; MISS
scale_factor = 0.70; image = 00276; x =  737; y = 714; confidence = 0.00; MISS
scale_factor = 0.70; image = 00276; x =  915; y = 469; confidence = 0.00; MISS
scale_factor = 0.70; image = 00276; x = 1106; y = 507; confidence = 0.26; MISS
scale_factor = 0.70; image = 00270; x = 1251; y = 499; confidence = 0.97; HIT ***
scale_factor = 0.70; image = 00270; x = 1268; y = 492; confidence = 1.00; HIT ***
scale_factor = 0.70; image = 00276; x =  200; y = 747; confidence = 0.03; MISS
scale_factor = 0.70; image = 00276; x =  253; y = 778; confidence = 0.22; MISS
scale_factor = 0.70; image = 00276; x =  410; y = 800; confidence = 0.00; MISS
scale_factor = 0.70; image = 00276; x =  553; y = 800; confidence = 0.00; MISS
scale_factor = 0.70; image = 00276; x =  696; y = 800; confidence = 0.00; MISS
scale_factor = 0.70; image = 00276; x =  901; y = 787; confidence = 0.00; MISS
scale_factor = 0.70; image = 00276; x = 1104; y = 698; confidence = 0.39; MISS
scale_factor = 0.70; image = 00276; x = 1134; y = 698; confidence = 0.04; MISS
scale_factor = 0.70; image = 00276; x = 1292; y = 702; confidence = 0.24; MISS
### Current Image = 00270; Traffic signs searched =   20; Traffic signs found =   20; Best confidence = 0.969719; Percentage found = 100.00; HIT
### Current Image = 00270; Traffic signs searched =   21; Traffic signs found =   21; Best confidence = 1.000000; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00293.ppm
scale_factor = 0.70; image = 00298; x =  124; y = 165; confidence = 0.00; MISS
scale_factor = 0.70; image = 00298; x =  279; y = 134; confidence = 0.37; MISS
scale_factor = 0.70; image = 00298; x =  466; y = 229; confidence = 0.51; MISS
scale_factor = 0.70; image = 00298; x =  585; y =  93; confidence = 0.39; MISS
scale_factor = 0.70; image = 00298; x =  718; y = 114; confidence = 0.46; MISS
scale_factor = 0.70; image = 00298; x =  910; y = 108; confidence = 0.36; MISS
scale_factor = 0.70; image = 00298; x =  989; y = 148; confidence = 0.13; MISS
scale_factor = 0.70; image = 00298; x = 1141; y = 137; confidence = 0.33; MISS
scale_factor = 0.70; image = 00298; x = 1289; y = 148; confidence = 0.32; MISS
scale_factor = 0.70; image = 00293; x =   53; y = 362; confidence = 0.96; HIT ***
scale_factor = 0.70; image = 00298; x =  279; y = 286; confidence = 0.18; MISS
scale_factor = 0.70; image = 00298; x =  462; y = 279; confidence = 0.49; MISS
scale_factor = 0.70; image = 00298; x =  533; y = 289; confidence = 0.45; MISS
scale_factor = 0.70; image = 00298; x =  787; y = 284; confidence = 0.41; MISS
scale_factor = 0.70; image = 00298; x =  855; y = 283; confidence = 0.14; MISS
scale_factor = 0.70; image = 00298; x = 1001; y = 286; confidence = 0.37; MISS
scale_factor = 0.70; image = 00293; x = 1174; y = 409; confidence = 1.00; HIT ***
scale_factor = 0.70; image = 00298; x = 1313; y = 309; confidence = 0.43; MISS
scale_factor = 0.70; image = 00293; x =   47; y = 374; confidence = 0.97; HIT ***
scale_factor = 0.70; image = 00298; x =  234; y = 436; confidence = 0.34; MISS
scale_factor = 0.70; image = 00298; x =  545; y = 455; confidence = 0.16; MISS
scale_factor = 0.70; image = 00298; x =  555; y = 452; confidence = 0.18; MISS
scale_factor = 0.70; image = 00298; x =  721; y = 432; confidence = 0.40; MISS
scale_factor = 0.70; image = 00298; x =  833; y = 438; confidence = 0.22; MISS
scale_factor = 0.70; image = 00298; x =  992; y = 438; confidence = 0.07; MISS
scale_factor = 0.70; image = 00293; x = 1157; y = 403; confidence = 0.95; HIT ***
scale_factor = 0.70; image = 00293; x = 1164; y = 409; confidence = 1.00; HIT ***
scale_factor = 0.70; image = 00298; x =  175; y = 605; confidence = 0.17; MISS
scale_factor = 0.70; image = 00298; x =  279; y = 585; confidence = 0.17; MISS
scale_factor = 0.70; image = 00298; x =  380; y = 562; confidence = 0.19; MISS
scale_factor = 0.70; image = 00298; x =  597; y = 547; confidence = 0.21; MISS
scale_factor = 0.70; image = 00298; x =  702; y = 447; confidence = 0.42; MISS
scale_factor = 0.70; image = 00298; x =  792; y = 470; confidence = 0.20; MISS
scale_factor = 0.70; image = 00298; x =  936; y = 575; confidence = 0.17; MISS
scale_factor = 0.70; image = 00298; x = 1197; y = 569; confidence = 0.66; MISS
scale_factor = 0.70; image = 00298; x = 1280; y = 572; confidence = 0.37; MISS
scale_factor = 0.70; image = 00298; x =  117; y = 720; confidence = 0.36; MISS
scale_factor = 0.70; image = 00298; x =  335; y = 703; confidence = 0.22; MISS
scale_factor = 0.70; image = 00298; x =  337; y = 705; confidence = 0.27; MISS
scale_factor = 0.70; image = 00298; x =  517; y = 623; confidence = 0.08; MISS
scale_factor = 0.70; image = 00298; x =  625; y = 618; confidence = 0.03; MISS
scale_factor = 0.70; image = 00298; x =  914; y = 589; confidence = 0.17; MISS
scale_factor = 0.70; image = 00298; x = 1103; y = 616; confidence = 0.25; MISS
scale_factor = 0.70; image = 00298; x = 1233; y = 777; confidence = 0.39; MISS
scale_factor = 0.70; image = 00298; x = 1296; y = 725; confidence = 0.40; MISS
### Current Image = 00293; Traffic signs searched =   22; Traffic signs found =   22; Best confidence = 1.000000; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00301.ppm
scale_factor = 0.70; image = 00307; x =  170; y = 141; confidence = 0.49; MISS
scale_factor = 0.70; image = 00307; x =  271; y = 124; confidence = 0.30; MISS
scale_factor = 0.70; image = 00307; x =  476; y = 114; confidence = 0.30; MISS
scale_factor = 0.70; image = 00307; x =  664; y = 200; confidence = 0.62; MISS
scale_factor = 0.70; image = 00307; x =  715; y = 152; confidence = 0.57; MISS
scale_factor = 0.70; image = 00307; x =  934; y = 230; confidence = 0.63; MISS
scale_factor = 0.70; image = 00307; x =  956; y = 213; confidence = 0.73; MISS
scale_factor = 0.70; image = 00307; x = 1135; y = 141; confidence = 0.43; MISS
scale_factor = 0.70; image = 00307; x = 1293; y = 133; confidence = 0.45; MISS
scale_factor = 0.70; image = 00307; x =   88; y = 233; confidence = 0.57; MISS
scale_factor = 0.70; image = 00307; x =  263; y = 308; confidence = 0.06; MISS
scale_factor = 0.70; image = 00307; x =  432; y = 279; confidence = 0.08; MISS
scale_factor = 0.70; image = 00307; x =  553; y = 269; confidence = 0.40; MISS
scale_factor = 0.70; image = 00307; x =  748; y = 296; confidence = 0.40; MISS
scale_factor = 0.70; image = 00307; x =  895; y = 283; confidence = 0.51; MISS
scale_factor = 0.70; image = 00307; x =  938; y = 250; confidence = 0.66; MISS
scale_factor = 0.70; image = 00307; x = 1144; y = 281; confidence = 0.36; MISS
scale_factor = 0.70; image = 00307; x = 1287; y = 279; confidence = 0.02; MISS
scale_factor = 0.70; image = 00307; x =  150; y = 445; confidence = 0.80; MISS
scale_factor = 0.70; image = 00307; x =  269; y = 445; confidence = 0.58; MISS
scale_factor = 0.70; image = 00307; x =  412; y = 404; confidence = 0.33; MISS
scale_factor = 0.70; image = 00307; x =  565; y = 439; confidence = 0.39; MISS
scale_factor = 0.70; image = 00307; x =  842; y = 475; confidence = 0.61; MISS
scale_factor = 0.70; image = 00307; x =  848; y = 478; confidence = 0.60; MISS
scale_factor = 0.70; image = 00301; x = 1090; y = 461; confidence = 0.96; HIT ***
scale_factor = 0.70; image = 00301; x = 1109; y = 461; confidence = 0.96; HIT ***
scale_factor = 0.70; image = 00307; x = 1303; y = 449; confidence = 0.43; MISS
scale_factor = 0.70; image = 00307; x =  140; y = 582; confidence = 0.56; MISS
scale_factor = 0.70; image = 00307; x =  261; y = 513; confidence = 0.66; MISS
scale_factor = 0.70; image = 00307; x =  309; y = 523; confidence = 0.58; MISS
