p = 0.942500; confidence = 0.520000; image = 2; scale_factor = 0.979780; x = 457; y = 242
p = 0.961600; confidence = 0.620000; image = 146; scale_factor = 0.816480; x = 259; y = 312
p = 0.961600; confidence = 0.620000; image = 146; scale_factor = 0.816480; x = 260; y = 308
p = 0.937200; confidence = 0.560000; image = 146; scale_factor = 0.816480; x = 1154; y = 277
p = 0.917700; confidence = 0.590000; image = 146; scale_factor = 0.979780; x = 259; y = 310
p = 0.700200; confidence = 0.560000; image = 149; scale_factor = 0.567000; x = 1168; y = 224
p = 0.722100; confidence = 0.590000; image = 149; scale_factor = 0.567000; x = 319; y = 236
p = 0.805600; confidence = 0.620000; image = 149; scale_factor = 0.567000; x = 1170; y = 225
p = 0.700200; confidence = 0.550000; image = 149; scale_factor = 0.567000; x = 1174; y = 236
p = 0.953100; confidence = 0.770000; image = 149; scale_factor = 0.680400; x = 322; y = 223
p = 0.853100; confidence = 0.670000; image = 149; scale_factor = 0.680400; x = 1188; y = 226
p = 0.953100; confidence = 0.730000; image = 149; scale_factor = 0.680400; x = 331; y = 227
p = 0.953100; confidence = 0.740000; image = 149; scale_factor = 0.680400; x = 329; y = 227
p = 0.948100; confidence = 0.720000; image = 149; scale_factor = 0.680400; x = 1182; y = 233
p = 0.913100; confidence = 0.650000; image = 149; scale_factor = 0.816480; x = 323; y = 221
p = 0.913100; confidence = 0.700000; image = 149; scale_factor = 0.816480; x = 330; y = 219
p = 0.904300; confidence = 0.620000; image = 149; scale_factor = 0.816480; x = 1172; y = 221
p = 0.904300; confidence = 0.670000; image = 149; scale_factor = 0.816480; x = 1185; y = 223
p = 0.807800; confidence = 0.560000; image = 149; scale_factor = 0.979780; x = 1173; y = 218
p = 0.807800; confidence = 0.530000; image = 149; scale_factor = 0.979780; x = 1176; y = 217
p = 0.804700; confidence = 0.510000; image = 152; scale_factor = 0.567000; x = 956; y = 326
p = 0.852400; confidence = 0.600000; image = 152; scale_factor = 0.680400; x = 955; y = 320
p = 0.911100; confidence = 0.650000; image = 152; scale_factor = 0.680400; x = 963; y = 320
p = 0.911100; confidence = 0.640000; image = 152; scale_factor = 0.680400; x = 953; y = 335
p = 0.852400; confidence = 0.590000; image = 152; scale_factor = 0.680400; x = 958; y = 327
p = 0.903700; confidence = 0.580000; image = 152; scale_factor = 0.816480; x = 960; y = 332
p = 0.943400; confidence = 0.630000; image = 152; scale_factor = 0.816480; x = 959; y = 326
p = 0.847800; confidence = 0.570000; image = 152; scale_factor = 0.816480; x = 950; y = 335
p = 0.983100; confidence = 0.710000; image = 155; scale_factor = 0.979780; x = 872; y = 263
p = 0.912400; confidence = 0.580000; image = 155; scale_factor = 0.979780; x = 869; y = 264
p = 0.912400; confidence = 0.540000; image = 155; scale_factor = 0.979780; x = 873; y = 261
p = 0.983100; confidence = 0.710000; image = 155; scale_factor = 0.979780; x = 872; y = 264
p = 0.977100; confidence = 0.720000; image = 155; scale_factor = 1.175730; x = 870; y = 269
p = 0.785900; confidence = 0.560000; image = 155; scale_factor = 1.410880; x = 872; y = 260
p = 0.785900; confidence = 0.520000; image = 155; scale_factor = 1.410880; x = 861; y = 271
p = 0.855500; confidence = 0.600000; image = 158; scale_factor = 0.816480; x = 390; y = 234
p = 0.888000; confidence = 0.580000; image = 158; scale_factor = 0.816480; x = 996; y = 223
p = 0.888000; confidence = 0.570000; image = 158; scale_factor = 0.816480; x = 1003; y = 227
p = 0.855500; confidence = 0.600000; image = 158; scale_factor = 0.816480; x = 393; y = 233
p = 0.892500; confidence = 0.620000; image = 158; scale_factor = 0.979780; x = 391; y = 236
p = 0.892500; confidence = 0.680000; image = 158; scale_factor = 0.979780; x = 387; y = 234
p = 0.862300; confidence = 0.550000; image = 158; scale_factor = 0.979780; x = 999; y = 235
p = 0.862300; confidence = 0.590000; image = 158; scale_factor = 0.979780; x = 996; y = 222
p = 0.958800; confidence = 0.640000; image = 158; scale_factor = 0.979780; x = 385; y = 266
p = 0.958800; confidence = 0.630000; image = 158; scale_factor = 0.979780; x = 391; y = 263
p = 0.946100; confidence = 0.560000; image = 158; scale_factor = 0.979780; x = 1000; y = 265
p = 0.958000; confidence = 0.650000; image = 158; scale_factor = 1.175730; x = 1003; y = 263
p = 0.905700; confidence = 0.600000; image = 158; scale_factor = 1.175730; x = 386; y = 262
p = 0.958000; confidence = 0.680000; image = 158; scale_factor = 1.175730; x = 1003; y = 261
p = 0.927800; confidence = 0.510000; image = 158; scale_factor = 1.175730; x = 1000; y = 263
p = 0.822000; confidence = 0.500000; image = 158; scale_factor = 1.410880; x = 384; y = 263
p = 0.916500; confidence = 0.620000; image = 158; scale_factor = 1.410880; x = 1005; y = 258
p = 0.821000; confidence = 0.520000; image = 160; scale_factor = 1.175730; x = 1037; y = 221
p = 0.821000; confidence = 0.510000; image = 160; scale_factor = 1.175730; x = 1034; y = 217
p = 0.821000; confidence = 0.550000; image = 160; scale_factor = 1.175730; x = 1035; y = 222
p = 0.884100; confidence = 0.580000; image = 173; scale_factor = 1.175730; x = 889; y = 269
p = 0.931200; confidence = 0.640000; image = 173; scale_factor = 1.175730; x = 890; y = 269
p = 0.785900; confidence = 0.570000; image = 173; scale_factor = 1.410880; x = 887; y = 278
p = 0.867000; confidence = 0.670000; image = 173; scale_factor = 1.410880; x = 893; y = 267
p = 0.785900; confidence = 0.600000; image = 173; scale_factor = 1.410880; x = 893; y = 276
p = 0.948700; confidence = 0.660000; image = 174; scale_factor = 0.979780; x = 946; y = 264
p = 0.912400; confidence = 0.550000; image = 174; scale_factor = 0.979780; x = 944; y = 272
p = 0.948700; confidence = 0.680000; image = 174; scale_factor = 0.979780; x = 949; y = 270
p = 0.884100; confidence = 0.540000; image = 174; scale_factor = 1.175730; x = 944; y = 272
p = 0.931200; confidence = 0.640000; image = 174; scale_factor = 1.175730; x = 948; y = 270
p = 0.935100; confidence = 0.660000; image = 175; scale_factor = 0.680400; x = 908; y = 286
p = 0.978400; confidence = 0.730000; image = 175; scale_factor = 0.680400; x = 907; y = 297
p = 0.978400; confidence = 0.740000; image = 175; scale_factor = 0.680400; x = 911; y = 297
p = 0.986600; confidence = 0.740000; image = 175; scale_factor = 0.816480; x = 908; y = 298
p = 0.959000; confidence = 0.700000; image = 175; scale_factor = 0.816480; x = 911; y = 302
p = 0.986600; confidence = 0.730000; image = 175; scale_factor = 0.816480; x = 908; y = 299
p = 0.912400; confidence = 0.580000; image = 175; scale_factor = 0.979780; x = 908; y = 304
p = 0.912400; confidence = 0.590000; image = 175; scale_factor = 0.979780; x = 907; y = 304
p = 0.948700; confidence = 0.690000; image = 176; scale_factor = 0.979780; x = 880; y = 275
p = 0.912400; confidence = 0.520000; image = 176; scale_factor = 0.979780; x = 879; y = 278
p = 0.948700; confidence = 0.640000; image = 176; scale_factor = 0.979780; x = 878; y = 278
p = 0.931200; confidence = 0.690000; image = 176; scale_factor = 1.175730; x = 877; y = 272
p = 0.931200; confidence = 0.660000; image = 176; scale_factor = 1.175730; x = 878; y = 271
p = 0.931200; confidence = 0.650000; image = 176; scale_factor = 1.175730; x = 877; y = 284
p = 0.931200; confidence = 0.630000; image = 177; scale_factor = 1.175730; x = 848; y = 259
p = 0.931200; confidence = 0.630000; image = 177; scale_factor = 1.175730; x = 847; y = 259
p = 0.785900; confidence = 0.600000; image = 177; scale_factor = 1.410880; x = 844; y = 259
p = 0.867000; confidence = 0.620000; image = 177; scale_factor = 1.410880; x = 845; y = 257
p = 0.923100; confidence = 0.510000; image = 179; scale_factor = 1.175730; x = 521; y = 258
p = 0.934900; confidence = 0.750000; image = 180; scale_factor = 0.472500; x = 411; y = 205
p = 0.766600; confidence = 0.670000; image = 180; scale_factor = 0.472500; x = 1202; y = 198
p = 0.934900; confidence = 0.760000; image = 180; scale_factor = 0.472500; x = 413; y = 213
p = 0.766600; confidence = 0.650000; image = 180; scale_factor = 0.472500; x = 1202; y = 194
p = 0.766600; confidence = 0.670000; image = 180; scale_factor = 0.472500; x = 1204; y = 201
p = 0.764700; confidence = 0.600000; image = 180; scale_factor = 0.567000; x = 410; y = 217
p = 0.852300; confidence = 0.690000; image = 180; scale_factor = 0.567000; x = 416; y = 205
p = 0.805600; confidence = 0.690000; image = 180; scale_factor = 0.567000; x = 1204; y = 187
p = 0.722100; confidence = 0.540000; image = 180; scale_factor = 0.567000; x = 407; y = 209
p = 0.852300; confidence = 0.650000; image = 180; scale_factor = 0.567000; x = 411; y = 218
p = 0.805600; confidence = 0.620000; image = 180; scale_factor = 0.567000; x = 1189; y = 192
p = 0.928700; confidence = 0.710000; image = 180; scale_factor = 0.567000; x = 1205; y = 192
p = 0.766000; confidence = 0.510000; image = 180; scale_factor = 0.680400; x = 1201; y = 185
p = 0.766000; confidence = 0.540000; image = 180; scale_factor = 0.680400; x = 1204; y = 185
p = 0.766000; confidence = 0.550000; image = 181; scale_factor = 0.680400; x = 1223; y = 186
p = 0.721400; confidence = 0.510000; image = 189; scale_factor = 1.693050; x = 1195; y = 241
p = 0.708000; confidence = 0.630000; image = 191; scale_factor = 0.328120; x = 1022; y = 358
p = 0.912800; confidence = 0.760000; image = 191; scale_factor = 0.393750; x = 1038; y = 342
p = 0.912800; confidence = 0.790000; image = 191; scale_factor = 0.393750; x = 1025; y = 353
p = 0.912800; confidence = 0.740000; image = 191; scale_factor = 0.393750; x = 1041; y = 345
p = 0.948000; confidence = 0.740000; image = 191; scale_factor = 0.472500; x = 1028; y = 355
p = 0.948000; confidence = 0.740000; image = 191; scale_factor = 0.472500; x = 1026; y = 351
p = 0.948000; confidence = 0.770000; image = 191; scale_factor = 0.472500; x = 1030; y = 358
p = 1.000000; confidence = 0.810000; image = 203; scale_factor = 0.567000; x = 805; y = 533
p = 0.763200; confidence = 0.500000; image = 206; scale_factor = 1.175730; x = 824; y = 376
p = 0.733500; confidence = 0.700000; image = 206; scale_factor = 1.410880; x = 822; y = 378
p = 0.721400; confidence = 0.510000; image = 207; scale_factor = 1.693050; x = 1198; y = 292
p = 0.755900; confidence = 0.620000; image = 207; scale_factor = 2.031660; x = 1199; y = 292
p = 0.755900; confidence = 0.620000; image = 207; scale_factor = 2.031660; x = 1199; y = 292
p = 0.733500; confidence = 0.620000; image = 221; scale_factor = 1.410880; x = 873; y = 342
p = 0.718000; confidence = 0.650000; image = 231; scale_factor = 0.680400; x = 998; y = 410
p = 0.928600; confidence = 0.740000; image = 231; scale_factor = 0.816480; x = 997; y = 403
p = 0.928600; confidence = 0.720000; image = 231; scale_factor = 0.816480; x = 1000; y = 412
p = 0.911300; confidence = 0.710000; image = 231; scale_factor = 0.979780; x = 998; y = 411
p = 0.911300; confidence = 0.710000; image = 231; scale_factor = 0.979780; x = 999; y = 406
p = 0.765800; confidence = 0.640000; image = 231; scale_factor = 0.979780; x = 993; y = 416
p = 0.844500; confidence = 0.520000; image = 231; scale_factor = 1.175730; x = 1000; y = 399
p = 0.844500; confidence = 0.510000; image = 231; scale_factor = 1.175730; x = 990; y = 397
p = 1.000000; confidence = 0.830000; image = 233; scale_factor = 0.680400; x = 801; y = 441
p = 1.000000; confidence = 0.840000; image = 233; scale_factor = 0.680400; x = 803; y = 444
p = 1.000000; confidence = 0.830000; image = 233; scale_factor = 0.680400; x = 804; y = 444
p = 0.710500; confidence = 0.790000; image = 233; scale_factor = 0.816480; x = 802; y = 442
p = 0.881200; confidence = 0.590000; image = 238; scale_factor = 0.979780; x = 1081; y = 399
p = 0.900000; confidence = 0.670000; image = 238; scale_factor = 1.175730; x = 454; y = 361
p = 0.965900; confidence = 0.710000; image = 238; scale_factor = 1.175730; x = 462; y = 365
p = 0.705400; confidence = 0.640000; image = 238; scale_factor = 1.175730; x = 1084; y = 401
p = 0.705400; confidence = 0.700000; image = 238; scale_factor = 1.175730; x = 1087; y = 400
p = 0.705400; confidence = 0.670000; image = 238; scale_factor = 1.175730; x = 1084; y = 402
p = 0.705400; confidence = 0.690000; image = 238; scale_factor = 1.175730; x = 1085; y = 404
p = 0.845300; confidence = 0.650000; image = 239; scale_factor = 0.567000; x = 324; y = 368
p = 0.754700; confidence = 0.540000; image = 239; scale_factor = 0.567000; x = 326; y = 367
p = 0.960100; confidence = 0.730000; image = 239; scale_factor = 0.680400; x = 329; y = 369
p = 0.856700; confidence = 0.750000; image = 239; scale_factor = 0.680400; x = 323; y = 411
p = 0.856700; confidence = 0.760000; image = 239; scale_factor = 0.680400; x = 322; y = 410
p = 0.755600; confidence = 0.670000; image = 239; scale_factor = 0.816480; x = 322; y = 409
p = 0.906700; confidence = 0.720000; image = 239; scale_factor = 0.816480; x = 325; y = 408
p = 0.906700; confidence = 0.720000; image = 239; scale_factor = 0.816480; x = 326; y = 416
p = 0.906700; confidence = 0.770000; image = 239; scale_factor = 0.816480; x = 327; y = 407
p = 0.853000; confidence = 0.510000; image = 241; scale_factor = 0.680400; x = 1273; y = 242
p = 0.875200; confidence = 0.600000; image = 246; scale_factor = 0.816480; x = 396; y = 398
p = 0.897300; confidence = 0.710000; image = 246; scale_factor = 0.816480; x = 1114; y = 430
p = 0.925600; confidence = 0.610000; image = 246; scale_factor = 0.816480; x = 393; y = 398
p = 0.735300; confidence = 0.690000; image = 246; scale_factor = 0.816480; x = 1112; y = 433
p = 0.968600; confidence = 0.760000; image = 246; scale_factor = 0.979780; x = 394; y = 394
p = 0.907700; confidence = 0.680000; image = 246; scale_factor = 0.979780; x = 393; y = 395
p = 0.968600; confidence = 0.770000; image = 246; scale_factor = 0.979780; x = 394; y = 395
p = 0.873400; confidence = 0.710000; image = 246; scale_factor = 0.979780; x = 1109; y = 428
p = 0.873400; confidence = 0.710000; image = 246; scale_factor = 0.979780; x = 1117; y = 429
p = 0.873400; confidence = 0.730000; image = 246; scale_factor = 0.979780; x = 1111; y = 438
p = 0.878000; confidence = 0.620000; image = 246; scale_factor = 1.175730; x = 393; y = 393
p = 0.878000; confidence = 0.630000; image = 246; scale_factor = 1.175730; x = 397; y = 394
p = 0.878000; confidence = 0.680000; image = 246; scale_factor = 1.175730; x = 392; y = 394
p = 0.802200; confidence = 0.580000; image = 246; scale_factor = 1.175730; x = 394; y = 393
p = 0.882700; confidence = 0.720000; image = 250; scale_factor = 1.175730; x = 988; y = 413
p = 0.882700; confidence = 0.710000; image = 250; scale_factor = 1.175730; x = 989; y = 413
p = 0.882700; confidence = 0.730000; image = 250; scale_factor = 1.175730; x = 992; y = 413
p = 0.793100; confidence = 0.760000; image = 251; scale_factor = 0.567000; x = 1127; y = 458
p = 0.793100; confidence = 0.770000; image = 251; scale_factor = 0.567000; x = 1128; y = 462
p = 0.843100; confidence = 0.740000; image = 251; scale_factor = 0.680400; x = 1120; y = 463
p = 0.843100; confidence = 0.710000; image = 251; scale_factor = 0.680400; x = 1122; y = 464
p = 0.843100; confidence = 0.740000; image = 251; scale_factor = 0.680400; x = 1119; y = 455
p = 1.000000; confidence = 0.810000; image = 254; scale_factor = 0.393750; x = 1224; y = 505
p = 1.000000; confidence = 0.840000; image = 254; scale_factor = 0.472500; x = 1219; y = 504
p = 1.000000; confidence = 0.810000; image = 254; scale_factor = 0.472500; x = 1221; y = 502
p = 1.000000; confidence = 0.810000; image = 260; scale_factor = 0.328120; x = 1125; y = 614
p = 1.000000; confidence = 0.810000; image = 260; scale_factor = 0.393750; x = 1129; y = 602
p = 0.713100; confidence = 0.630000; image = 262; scale_factor = 0.393750; x = 339; y = 326
p = 0.713100; confidence = 0.650000; image = 262; scale_factor = 0.393750; x = 331; y = 335
p = 0.713100; confidence = 0.670000; image = 262; scale_factor = 0.393750; x = 327; y = 345
p = 0.812300; confidence = 0.680000; image = 262; scale_factor = 0.472500; x = 331; y = 338
p = 0.931500; confidence = 0.740000; image = 262; scale_factor = 0.472500; x = 333; y = 328
p = 0.845300; confidence = 0.690000; image = 262; scale_factor = 0.567000; x = 323; y = 343
p = 0.845300; confidence = 0.660000; image = 262; scale_factor = 0.567000; x = 336; y = 348
p = 0.845300; confidence = 0.700000; image = 262; scale_factor = 0.567000; x = 336; y = 346
p = 0.811800; confidence = 0.540000; image = 262; scale_factor = 0.680400; x = 334; y = 329
p = 0.906000; confidence = 0.630000; image = 266; scale_factor = 1.175730; x = 1016; y = 388
p = 0.844500; confidence = 0.600000; image = 266; scale_factor = 1.175730; x = 1015; y = 384
p = 0.723200; confidence = 0.600000; image = 266; scale_factor = 1.410880; x = 1020; y = 384
p = 0.723200; confidence = 0.560000; image = 266; scale_factor = 1.410880; x = 1015; y = 381
p = 0.710200; confidence = 0.510000; image = 271; scale_factor = 0.680400; x = 1294; y = 389
p = 0.875200; confidence = 0.550000; image = 271; scale_factor = 0.816480; x = 395; y = 377
p = 0.957000; confidence = 0.710000; image = 271; scale_factor = 0.816480; x = 1295; y = 393
p = 0.799400; confidence = 0.520000; image = 271; scale_factor = 0.816480; x = 1298; y = 392
p = 0.876100; confidence = 0.680000; image = 271; scale_factor = 0.816480; x = 1297; y = 394
p = 0.907700; confidence = 0.660000; image = 271; scale_factor = 0.979780; x = 394; y = 370
p = 0.848200; confidence = 0.640000; image = 271; scale_factor = 0.979780; x = 1293; y = 394
p = 0.907700; confidence = 0.690000; image = 271; scale_factor = 0.979780; x = 387; y = 373
p = 0.847000; confidence = 0.500000; image = 271; scale_factor = 0.979780; x = 394; y = 367
p = 0.758900; confidence = 0.560000; image = 271; scale_factor = 0.979780; x = 1298; y = 391
p = 0.878000; confidence = 0.670000; image = 271; scale_factor = 1.175730; x = 399; y = 370
p = 0.802200; confidence = 0.590000; image = 271; scale_factor = 1.175730; x = 399; y = 366
p = 0.878000; confidence = 0.610000; image = 271; scale_factor = 1.175730; x = 393; y = 371
p = 0.943400; confidence = 0.630000; image = 272; scale_factor = 0.816480; x = 955; y = 375
p = 0.943400; confidence = 0.640000; image = 272; scale_factor = 0.816480; x = 958; y = 377
p = 0.847000; confidence = 0.500000; image = 272; scale_factor = 0.979780; x = 335; y = 358
p = 0.881200; confidence = 0.500000; image = 272; scale_factor = 0.979780; x = 961; y = 375
p = 0.881200; confidence = 0.580000; image = 272; scale_factor = 0.979780; x = 959; y = 371
p = 0.907700; confidence = 0.610000; image = 272; scale_factor = 0.979780; x = 333; y = 367
p = 0.847000; confidence = 0.570000; image = 272; scale_factor = 0.979780; x = 339; y = 361
p = 0.929400; confidence = 0.640000; image = 272; scale_factor = 0.979780; x = 959; y = 376
p = 0.955200; confidence = 0.640000; image = 276; scale_factor = 1.175730; x = 479; y = 314
p = 0.923100; confidence = 0.590000; image = 276; scale_factor = 1.175730; x = 478; y = 314
p = 0.911100; confidence = 0.660000; image = 276; scale_factor = 1.410880; x = 479; y = 316
p = 1.000000; confidence = 0.800000; image = 276; scale_factor = 1.410880; x = 480; y = 316
p = 0.911100; confidence = 0.660000; image = 276; scale_factor = 1.410880; x = 479; y = 316
p = 0.782800; confidence = 0.580000; image = 276; scale_factor = 1.693050; x = 482; y = 316
p = 0.782800; confidence = 0.500000; image = 276; scale_factor = 1.693050; x = 476; y = 315
p = 0.708200; confidence = 0.530000; image = 276; scale_factor = 2.031660; x = 479; y = 316
p = 0.976400; confidence = 0.760000; image = 281; scale_factor = 0.816480; x = 499; y = 232
p = 0.881000; confidence = 0.500000; image = 281; scale_factor = 0.816480; x = 501; y = 236
p = 0.841800; confidence = 0.550000; image = 281; scale_factor = 0.816480; x = 1152; y = 212
p = 0.841800; confidence = 0.520000; image = 281; scale_factor = 0.816480; x = 1144; y = 221
p = 0.970300; confidence = 0.740000; image = 281; scale_factor = 0.979780; x = 497; y = 238
p = 0.970300; confidence = 0.750000; image = 281; scale_factor = 0.979780; x = 501; y = 236
p = 0.807800; confidence = 0.580000; image = 281; scale_factor = 0.979780; x = 1153; y = 212
p = 0.807800; confidence = 0.520000; image = 281; scale_factor = 0.979780; x = 1154; y = 215
p = 0.970300; confidence = 0.770000; image = 281; scale_factor = 0.979780; x = 500; y = 237
p = 0.810700; confidence = 0.550000; image = 281; scale_factor = 1.175730; x = 489; y = 231
p = 0.883700; confidence = 0.610000; image = 281; scale_factor = 1.175730; x = 493; y = 227
p = 0.754700; confidence = 0.540000; image = 281; scale_factor = 1.175730; x = 1147; y = 212
p = 0.754700; confidence = 0.510000; image = 281; scale_factor = 1.175730; x = 1154; y = 212
p = 0.883700; confidence = 0.640000; image = 281; scale_factor = 1.175730; x = 497; y = 239
p = 0.929500; confidence = 0.500000; image = 284; scale_factor = 0.816480; x = 868; y = 270
p = 0.912400; confidence = 0.500000; image = 284; scale_factor = 0.979780; x = 868; y = 267
p = 0.912400; confidence = 0.570000; image = 284; scale_factor = 0.979780; x = 867; y = 307
p = 0.884100; confidence = 0.590000; image = 286; scale_factor = 1.175730; x = 828; y = 271
p = 0.931200; confidence = 0.670000; image = 286; scale_factor = 1.175730; x = 824; y = 267
p = 0.785900; confidence = 0.540000; image = 286; scale_factor = 1.410880; x = 825; y = 273
p = 0.785900; confidence = 0.550000; image = 286; scale_factor = 1.410880; x = 826; y = 275
p = 0.867000; confidence = 0.620000; image = 286; scale_factor = 1.410880; x = 824; y = 272
p = 0.901700; confidence = 0.540000; image = 294; scale_factor = 0.680400; x = 1111; y = 248
p = 0.901700; confidence = 0.560000; image = 294; scale_factor = 0.680400; x = 1113; y = 260
p = 0.988100; confidence = 0.710000; image = 294; scale_factor = 0.816480; x = 1111; y = 245
p = 0.963600; confidence = 0.660000; image = 294; scale_factor = 0.816480; x = 1119; y = 249
p = 0.963600; confidence = 0.660000; image = 294; scale_factor = 0.816480; x = 1116; y = 250
p = 0.954400; confidence = 0.660000; image = 294; scale_factor = 0.979780; x = 1104; y = 249
p = 0.954400; confidence = 0.690000; image = 294; scale_factor = 0.979780; x = 1108; y = 251
p = 0.985000; confidence = 0.720000; image = 294; scale_factor = 0.979780; x = 1118; y = 254
p = 0.944600; confidence = 0.680000; image = 294; scale_factor = 1.175730; x = 404; y = 258
p = 0.905700; confidence = 0.560000; image = 294; scale_factor = 1.175730; x = 401; y = 257
p = 0.822000; confidence = 0.590000; image = 294; scale_factor = 1.410880; x = 400; y = 258
p = 0.891300; confidence = 0.610000; image = 294; scale_factor = 1.410880; x = 405; y = 262
p = 0.804700; confidence = 0.570000; image = 295; scale_factor = 0.567000; x = 986; y = 357
p = 0.804700; confidence = 0.590000; image = 295; scale_factor = 0.567000; x = 993; y = 358
p = 0.979800; confidence = 0.750000; image = 295; scale_factor = 0.680400; x = 219; y = 288
p = 0.979800; confidence = 0.720000; image = 295; scale_factor = 0.680400; x = 218; y = 291
p = 0.969900; confidence = 0.740000; image = 295; scale_factor = 0.680400; x = 989; y = 355
p = 0.979800; confidence = 0.770000; image = 295; scale_factor = 0.680400; x = 219; y = 292
p = 0.979800; confidence = 0.740000; image = 295; scale_factor = 0.680400; x = 219; y = 288
p = 0.969900; confidence = 0.790000; image = 295; scale_factor = 0.680400; x = 991; y = 360
p = 0.969900; confidence = 0.770000; image = 295; scale_factor = 0.680400; x = 995; y = 358
p = 0.961600; confidence = 0.640000; image = 295; scale_factor = 0.816480; x = 219; y = 283
p = 0.943400; confidence = 0.630000; image = 295; scale_factor = 0.816480; x = 985; y = 349
p = 0.943400; confidence = 0.620000; image = 295; scale_factor = 0.816480; x = 995; y = 353
p = 0.986500; confidence = 0.740000; image = 298; scale_factor = 0.979780; x = 340; y = 279
p = 0.948700; confidence = 0.680000; image = 298; scale_factor = 0.979780; x = 836; y = 270
p = 0.958800; confidence = 0.680000; image = 298; scale_factor = 0.979780; x = 342; y = 277
p = 0.958800; confidence = 0.660000; image = 298; scale_factor = 0.979780; x = 340; y = 282
p = 0.983100; confidence = 0.770000; image = 298; scale_factor = 0.979780; x = 832; y = 272
p = 0.948700; confidence = 0.630000; image = 298; scale_factor = 0.979780; x = 833; y = 270
p = 0.944600; confidence = 0.670000; image = 298; scale_factor = 1.175730; x = 335; y = 273
p = 0.931200; confidence = 0.680000; image = 298; scale_factor = 1.175730; x = 838; y = 274
p = 1.000000; confidence = 0.810000; image = 298; scale_factor = 1.175730; x = 835; y = 272
p = 0.785900; confidence = 0.570000; image = 298; scale_factor = 1.410880; x = 839; y = 266
