p = 0.650800; confidence = 0.440000; image = 2; scale_factor = 0.816480; x = 457; y = 243
p = 0.943400; confidence = 0.620000; image = 101; scale_factor = 0.816480; x = 1073; y = 389
p = 0.881200; confidence = 0.530000; image = 101; scale_factor = 0.979780; x = 1075; y = 372
p = 0.399600; confidence = 0.460000; image = 101; scale_factor = 0.979780; x = 1054; y = 373
p = 0.399600; confidence = 0.460000; image = 101; scale_factor = 0.979780; x = 1054; y = 373
p = 0.718000; confidence = 0.690000; image = 103; scale_factor = 0.680400; x = 1026; y = 417
p = 0.928600; confidence = 0.790000; image = 103; scale_factor = 0.816480; x = 1023; y = 420
p = 0.928600; confidence = 0.780000; image = 103; scale_factor = 0.816480; x = 1024; y = 415
p = 1.000000; confidence = 0.810000; image = 103; scale_factor = 0.816480; x = 1024; y = 422
p = 1.000000; confidence = 0.810000; image = 103; scale_factor = 0.816480; x = 1024; y = 420
p = 0.765800; confidence = 0.610000; image = 103; scale_factor = 0.979780; x = 1019; y = 412
p = 0.583000; confidence = 0.590000; image = 104; scale_factor = 0.979780; x = 781; y = 371
p = 0.851000; confidence = 0.720000; image = 104; scale_factor = 1.175730; x = 778; y = 371
p = 0.851000; confidence = 0.740000; image = 104; scale_factor = 1.175730; x = 779; y = 373
p = 0.851000; confidence = 0.720000; image = 104; scale_factor = 1.175730; x = 781; y = 373
p = 0.330000; confidence = 0.510000; image = 104; scale_factor = 1.410880; x = 777; y = 373
p = 0.330000; confidence = 0.560000; image = 104; scale_factor = 1.410880; x = 783; y = 371
p = 0.317900; confidence = 0.500000; image = 104; scale_factor = 2.031660; x = 1235; y = 327
p = 0.699900; confidence = 0.530000; image = 105; scale_factor = 0.816480; x = 975; y = 435
p = 0.928600; confidence = 0.710000; image = 105; scale_factor = 0.816480; x = 978; y = 436
p = 0.911300; confidence = 0.760000; image = 105; scale_factor = 0.979780; x = 973; y = 433
p = 0.648100; confidence = 0.520000; image = 105; scale_factor = 0.979780; x = 975; y = 437
p = 1.000000; confidence = 0.810000; image = 105; scale_factor = 0.979780; x = 973; y = 440
p = 0.580500; confidence = 0.530000; image = 106; scale_factor = 0.816480; x = 889; y = 413
p = 0.659900; confidence = 0.620000; image = 106; scale_factor = 0.979780; x = 883; y = 414
p = 0.444600; confidence = 0.560000; image = 106; scale_factor = 1.175730; x = 875; y = 417
p = 0.580500; confidence = 0.590000; image = 107; scale_factor = 0.816480; x = 922; y = 404
p = 0.908200; confidence = 0.690000; image = 107; scale_factor = 0.816480; x = 929; y = 398
p = 0.885400; confidence = 0.720000; image = 107; scale_factor = 0.816480; x = 930; y = 401
p = 0.847800; confidence = 0.560000; image = 107; scale_factor = 0.816480; x = 928; y = 396
p = 0.960900; confidence = 0.740000; image = 107; scale_factor = 0.979780; x = 926; y = 395
p = 0.659900; confidence = 0.700000; image = 107; scale_factor = 0.979780; x = 925; y = 401
p = 0.859100; confidence = 0.760000; image = 107; scale_factor = 0.979780; x = 929; y = 401
p = 0.322500; confidence = 0.730000; image = 110; scale_factor = 0.393750; x = 1117; y = 565
p = 0.447800; confidence = 0.520000; image = 112; scale_factor = 0.472500; x = 960; y = 417
p = 0.447800; confidence = 0.570000; image = 112; scale_factor = 0.472500; x = 963; y = 402
p = 0.505800; confidence = 0.550000; image = 112; scale_factor = 0.567000; x = 959; y = 408
p = 0.645000; confidence = 0.640000; image = 112; scale_factor = 0.567000; x = 963; y = 408
p = 0.645000; confidence = 0.660000; image = 112; scale_factor = 0.567000; x = 968; y = 409
p = 0.851000; confidence = 0.740000; image = 112; scale_factor = 0.567000; x = 956; y = 411
p = 0.718000; confidence = 0.650000; image = 112; scale_factor = 0.680400; x = 963; y = 410
p = 0.718000; confidence = 0.630000; image = 112; scale_factor = 0.680400; x = 967; y = 411
p = 0.718000; confidence = 0.630000; image = 112; scale_factor = 0.680400; x = 966; y = 420
p = 0.601500; confidence = 0.740000; image = 114; scale_factor = 0.680400; x = 806; y = 463
p = 0.601500; confidence = 0.730000; image = 114; scale_factor = 0.680400; x = 807; y = 458
p = 0.601500; confidence = 0.770000; image = 114; scale_factor = 0.680400; x = 808; y = 461
p = 0.601500; confidence = 0.720000; image = 114; scale_factor = 0.680400; x = 809; y = 470
p = 0.710500; confidence = 0.710000; image = 114; scale_factor = 0.816480; x = 807; y = 471
p = 0.305400; confidence = 0.600000; image = 114; scale_factor = 0.816480; x = 805; y = 474
p = 0.518800; confidence = 0.680000; image = 116; scale_factor = 0.567000; x = 841; y = 437
p = 0.772200; confidence = 0.710000; image = 116; scale_factor = 0.567000; x = 842; y = 437
p = 0.772200; confidence = 0.760000; image = 116; scale_factor = 0.567000; x = 848; y = 436
p = 0.826100; confidence = 0.780000; image = 116; scale_factor = 0.680400; x = 848; y = 444
p = 1.000000; confidence = 0.800000; image = 116; scale_factor = 0.680400; x = 845; y = 441
p = 0.580500; confidence = 0.500000; image = 116; scale_factor = 0.816480; x = 845; y = 447
p = 0.710700; confidence = 0.610000; image = 116; scale_factor = 0.816480; x = 843; y = 441
p = 0.763200; confidence = 0.520000; image = 117; scale_factor = 1.175730; x = 849; y = 354
p = 0.733500; confidence = 0.700000; image = 117; scale_factor = 1.410880; x = 846; y = 352
p = 0.733500; confidence = 0.620000; image = 117; scale_factor = 1.410880; x = 848; y = 350
p = 0.394500; confidence = 0.500000; image = 117; scale_factor = 2.031660; x = 843; y = 346
p = 0.449900; confidence = 0.430000; image = 119; scale_factor = 0.567000; x = 510; y = 276
p = 0.908200; confidence = 0.630000; image = 119; scale_factor = 0.816480; x = 951; y = 386
p = 0.960900; confidence = 0.720000; image = 119; scale_factor = 0.979780; x = 950; y = 390
p = 0.814800; confidence = 0.570000; image = 119; scale_factor = 0.979780; x = 946; y = 396
p = 0.960900; confidence = 0.710000; image = 119; scale_factor = 0.979780; x = 947; y = 388
p = 0.595400; confidence = 0.410000; image = 122; scale_factor = 0.979780; x = 414; y = 240
p = 0.330000; confidence = 0.580000; image = 123; scale_factor = 1.410880; x = 704; y = 361
p = 0.353000; confidence = 0.630000; image = 123; scale_factor = 1.693050; x = 703; y = 363
p = 0.595400; confidence = 0.460000; image = 126; scale_factor = 0.979780; x = 529; y = 246
p = 0.377200; confidence = 0.530000; image = 129; scale_factor = 0.472500; x = 390; y = 446
p = 0.842100; confidence = 0.500000; image = 129; scale_factor = 0.816480; x = 553; y = 288
p = 0.967500; confidence = 0.720000; image = 129; scale_factor = 0.816480; x = 556; y = 296
p = 0.348700; confidence = 0.420000; image = 129; scale_factor = 0.816480; x = 210; y = 378
p = 0.904400; confidence = 0.620000; image = 129; scale_factor = 0.816480; x = 557; y = 289
p = 0.904400; confidence = 0.620000; image = 129; scale_factor = 0.816480; x = 556; y = 294
p = 0.882000; confidence = 0.660000; image = 129; scale_factor = 0.979780; x = 554; y = 287
p = 1.000000; confidence = 0.810000; image = 129; scale_factor = 0.979780; x = 552; y = 291
p = 0.882000; confidence = 0.670000; image = 129; scale_factor = 0.979780; x = 552; y = 293
p = 0.755100; confidence = 0.530000; image = 129; scale_factor = 1.175730; x = 546; y = 294
p = 0.597300; confidence = 0.530000; image = 129; scale_factor = 1.410880; x = 547; y = 286
p = 0.872300; confidence = 0.620000; image = 130; scale_factor = 0.567000; x = 490; y = 329
p = 0.872300; confidence = 0.610000; image = 130; scale_factor = 0.567000; x = 494; y = 326
p = 0.872300; confidence = 0.670000; image = 130; scale_factor = 0.567000; x = 492; y = 330
p = 0.967800; confidence = 0.730000; image = 130; scale_factor = 0.680400; x = 488; y = 327
p = 0.967800; confidence = 0.720000; image = 130; scale_factor = 0.680400; x = 488; y = 333
p = 0.967800; confidence = 0.780000; image = 130; scale_factor = 0.680400; x = 490; y = 335
p = 0.967800; confidence = 0.780000; image = 130; scale_factor = 0.680400; x = 492; y = 333
p = 0.980000; confidence = 0.710000; image = 130; scale_factor = 0.816480; x = 482; y = 325
p = 0.939600; confidence = 0.680000; image = 130; scale_factor = 0.816480; x = 493; y = 331
p = 0.946100; confidence = 0.510000; image = 130; scale_factor = 0.979780; x = 1067; y = 261
p = 0.611800; confidence = 0.400000; image = 130; scale_factor = 0.979780; x = 1069; y = 260
p = 0.873800; confidence = 0.500000; image = 130; scale_factor = 0.979780; x = 478; y = 324
p = 0.946100; confidence = 0.500000; image = 130; scale_factor = 0.979780; x = 1065; y = 267
p = 0.958000; confidence = 0.630000; image = 130; scale_factor = 1.175730; x = 1068; y = 260
p = 0.927800; confidence = 0.600000; image = 130; scale_factor = 1.175730; x = 1070; y = 265
p = 0.958000; confidence = 0.630000; image = 130; scale_factor = 1.175730; x = 1068; y = 260
p = 0.860800; confidence = 0.560000; image = 130; scale_factor = 1.410880; x = 1063; y = 262
p = 0.860800; confidence = 0.500000; image = 130; scale_factor = 1.410880; x = 1070; y = 274
p = 0.897600; confidence = 0.600000; image = 133; scale_factor = 0.816480; x = 526; y = 350
p = 0.897600; confidence = 0.590000; image = 133; scale_factor = 0.816480; x = 526; y = 355
p = 0.897600; confidence = 0.600000; image = 133; scale_factor = 0.816480; x = 524; y = 357
p = 0.912400; confidence = 0.500000; image = 133; scale_factor = 0.979780; x = 951; y = 265
p = 0.924800; confidence = 0.690000; image = 133; scale_factor = 0.979780; x = 525; y = 356
p = 0.974800; confidence = 0.710000; image = 133; scale_factor = 0.979780; x = 528; y = 351
p = 0.483300; confidence = 0.420000; image = 133; scale_factor = 0.979780; x = 948; y = 263
p = 0.974800; confidence = 0.780000; image = 133; scale_factor = 0.979780; x = 525; y = 354
p = 0.986300; confidence = 0.720000; image = 133; scale_factor = 1.175730; x = 952; y = 263
p = 0.986300; confidence = 0.760000; image = 133; scale_factor = 1.175730; x = 952; y = 261
p = 0.835300; confidence = 0.560000; image = 133; scale_factor = 1.175730; x = 520; y = 363
p = 0.835300; confidence = 0.500000; image = 133; scale_factor = 1.175730; x = 525; y = 359
p = 0.835300; confidence = 0.500000; image = 133; scale_factor = 1.175730; x = 528; y = 363
p = 0.785900; confidence = 0.560000; image = 133; scale_factor = 1.410880; x = 947; y = 256
p = 0.684600; confidence = 0.500000; image = 134; scale_factor = 0.328120; x = 1136; y = 303
p = 0.943300; confidence = 0.720000; image = 134; scale_factor = 0.393750; x = 1137; y = 306
p = 0.841000; confidence = 0.680000; image = 134; scale_factor = 0.393750; x = 1140; y = 306
p = 0.943300; confidence = 0.720000; image = 134; scale_factor = 0.393750; x = 1134; y = 307
p = 0.943300; confidence = 0.720000; image = 134; scale_factor = 0.393750; x = 1135; y = 312
p = 0.902000; confidence = 0.680000; image = 134; scale_factor = 0.472500; x = 1126; y = 298
p = 0.966600; confidence = 0.730000; image = 134; scale_factor = 0.472500; x = 1132; y = 298
p = 0.902000; confidence = 0.690000; image = 134; scale_factor = 0.472500; x = 1141; y = 307
p = 0.867500; confidence = 0.500000; image = 134; scale_factor = 0.567000; x = 1122; y = 289
p = 0.451700; confidence = 0.420000; image = 134; scale_factor = 0.680400; x = 1142; y = 291
p = 0.920800; confidence = 0.660000; image = 140; scale_factor = 0.567000; x = 1195; y = 260
p = 0.901100; confidence = 0.520000; image = 140; scale_factor = 0.567000; x = 509; y = 255
p = 0.449900; confidence = 0.470000; image = 140; scale_factor = 0.567000; x = 513; y = 271
p = 0.920800; confidence = 0.700000; image = 140; scale_factor = 0.567000; x = 1191; y = 260
p = 0.867500; confidence = 0.570000; image = 140; scale_factor = 0.567000; x = 1193; y = 264
p = 0.986200; confidence = 0.740000; image = 140; scale_factor = 0.680400; x = 513; y = 257
p = 0.986200; confidence = 0.790000; image = 140; scale_factor = 0.680400; x = 516; y = 261
p = 0.980800; confidence = 0.710000; image = 140; scale_factor = 0.680400; x = 1194; y = 255
p = 0.980800; confidence = 0.710000; image = 140; scale_factor = 0.680400; x = 1192; y = 264
p = 0.957700; confidence = 0.630000; image = 140; scale_factor = 0.680400; x = 504; y = 273
p = 0.942200; confidence = 0.690000; image = 140; scale_factor = 0.680400; x = 1188; y = 270
p = 0.991400; confidence = 0.710000; image = 140; scale_factor = 0.816480; x = 512; y = 259
p = 0.973600; confidence = 0.680000; image = 140; scale_factor = 0.816480; x = 513; y = 261
p = 0.937200; confidence = 0.600000; image = 140; scale_factor = 0.816480; x = 1192; y = 258
p = 0.973600; confidence = 0.670000; image = 140; scale_factor = 0.816480; x = 518; y = 257
p = 0.942500; confidence = 0.580000; image = 140; scale_factor = 0.979780; x = 519; y = 273
p = 0.308800; confidence = 0.420000; image = 140; scale_factor = 0.979780; x = 1114; y = 326
p = 0.514000; confidence = 0.430000; image = 140; scale_factor = 0.979780; x = 1194; y = 255
p = 0.436500; confidence = 0.410000; image = 140; scale_factor = 1.175730; x = 1196; y = 254
p = 0.341500; confidence = 0.400000; image = 140; scale_factor = 1.410880; x = 503; y = 254
p = 0.415800; confidence = 0.420000; image = 141; scale_factor = 0.816480; x = 984; y = 223
p = 0.344200; confidence = 0.440000; image = 141; scale_factor = 0.979780; x = 449; y = 225
p = 0.862300; confidence = 0.580000; image = 141; scale_factor = 0.979780; x = 984; y = 229
p = 0.862300; confidence = 0.570000; image = 141; scale_factor = 0.979780; x = 987; y = 226
p = 0.344200; confidence = 0.460000; image = 141; scale_factor = 0.979780; x = 448; y = 226
p = 0.862300; confidence = 0.530000; image = 141; scale_factor = 0.979780; x = 986; y = 227
p = 0.810700; confidence = 0.550000; image = 141; scale_factor = 1.175730; x = 456; y = 229
p = 0.821000; confidence = 0.580000; image = 141; scale_factor = 1.175730; x = 985; y = 226
p = 0.821000; confidence = 0.600000; image = 141; scale_factor = 1.175730; x = 985; y = 233
p = 0.810700; confidence = 0.540000; image = 141; scale_factor = 1.175730; x = 451; y = 231
p = 0.810700; confidence = 0.580000; image = 141; scale_factor = 1.175730; x = 452; y = 225
p = 0.821000; confidence = 0.570000; image = 141; scale_factor = 1.175730; x = 990; y = 227
p = 0.821000; confidence = 0.600000; image = 141; scale_factor = 1.175730; x = 987; y = 232
p = 0.688100; confidence = 0.510000; image = 141; scale_factor = 1.410880; x = 988; y = 226
p = 0.673200; confidence = 0.530000; image = 141; scale_factor = 1.410880; x = 449; y = 222
p = 0.673200; confidence = 0.530000; image = 141; scale_factor = 1.410880; x = 457; y = 225
p = 0.688100; confidence = 0.540000; image = 141; scale_factor = 1.410880; x = 992; y = 227
p = 0.579200; confidence = 0.520000; image = 141; scale_factor = 1.693050; x = 992; y = 226
p = 0.347100; confidence = 0.420000; image = 142; scale_factor = 0.816480; x = 351; y = 221
p = 0.347100; confidence = 0.470000; image = 142; scale_factor = 0.816480; x = 358; y = 214
p = 0.415800; confidence = 0.430000; image = 142; scale_factor = 0.816480; x = 977; y = 223
p = 0.823800; confidence = 0.580000; image = 142; scale_factor = 0.979780; x = 350; y = 219
p = 0.892500; confidence = 0.630000; image = 142; scale_factor = 0.979780; x = 353; y = 216
p = 0.359900; confidence = 0.490000; image = 142; scale_factor = 0.979780; x = 984; y = 229
p = 0.862300; confidence = 0.590000; image = 142; scale_factor = 0.979780; x = 983; y = 225
p = 0.823800; confidence = 0.580000; image = 142; scale_factor = 0.979780; x = 350; y = 219
p = 0.823800; confidence = 0.560000; image = 142; scale_factor = 0.979780; x = 354; y = 225
p = 0.862300; confidence = 0.500000; image = 142; scale_factor = 0.979780; x = 975; y = 229
p = 0.774000; confidence = 0.550000; image = 142; scale_factor = 1.175730; x = 355; y = 214
p = 0.890600; confidence = 0.620000; image = 142; scale_factor = 1.175730; x = 983; y = 225
p = 0.821000; confidence = 0.600000; image = 142; scale_factor = 1.175730; x = 979; y = 224
p = 0.774000; confidence = 0.600000; image = 142; scale_factor = 1.175730; x = 348; y = 224
p = 0.821000; confidence = 0.510000; image = 142; scale_factor = 1.175730; x = 981; y = 225
p = 0.688100; confidence = 0.510000; image = 142; scale_factor = 1.410880; x = 981; y = 222
p = 0.622300; confidence = 0.530000; image = 142; scale_factor = 1.410880; x = 358; y = 225
p = 0.688100; confidence = 0.510000; image = 142; scale_factor = 1.410880; x = 982; y = 222
p = 0.304500; confidence = 0.400000; image = 143; scale_factor = 0.680400; x = 988; y = 229
p = 0.306000; confidence = 0.460000; image = 146; scale_factor = 0.472500; x = 259; y = 317
p = 0.861100; confidence = 0.520000; image = 146; scale_factor = 0.567000; x = 253; y = 254
p = 0.357500; confidence = 0.460000; image = 146; scale_factor = 0.567000; x = 262; y = 306
p = 0.861100; confidence = 0.510000; image = 146; scale_factor = 0.567000; x = 266; y = 257
p = 0.700200; confidence = 0.500000; image = 146; scale_factor = 0.567000; x = 1158; y = 239
p = 0.853100; confidence = 0.640000; image = 146; scale_factor = 0.680400; x = 1154; y = 236
p = 0.896800; confidence = 0.500000; image = 146; scale_factor = 0.680400; x = 254; y = 263
p = 0.942200; confidence = 0.620000; image = 146; scale_factor = 0.680400; x = 1160; y = 241
p = 0.942200; confidence = 0.610000; image = 146; scale_factor = 0.680400; x = 1164; y = 244
p = 0.939100; confidence = 0.680000; image = 146; scale_factor = 0.680400; x = 251; y = 305
p = 0.939100; confidence = 0.640000; image = 146; scale_factor = 0.680400; x = 254; y = 305
p = 0.901700; confidence = 0.560000; image = 146; scale_factor = 0.680400; x = 1158; y = 282
p = 0.961600; confidence = 0.630000; image = 146; scale_factor = 0.816480; x = 258; y = 302
p = 0.572500; confidence = 0.480000; image = 146; scale_factor = 0.816480; x = 1168; y = 241
p = 0.841800; confidence = 0.540000; image = 146; scale_factor = 0.816480; x = 1164; y = 238
p = 0.961600; confidence = 0.620000; image = 146; scale_factor = 0.816480; x = 259; y = 312
p = 0.961600; confidence = 0.620000; image = 146; scale_factor = 0.816480; x = 260; y = 308
p = 0.937200; confidence = 0.560000; image = 146; scale_factor = 0.816480; x = 1154; y = 277
p = 0.500300; confidence = 0.420000; image = 146; scale_factor = 0.979780; x = 261; y = 273
p = 0.500300; confidence = 0.460000; image = 146; scale_factor = 0.979780; x = 252; y = 254
p = 0.514000; confidence = 0.410000; image = 146; scale_factor = 0.979780; x = 1162; y = 280
p = 0.917700; confidence = 0.590000; image = 146; scale_factor = 0.979780; x = 259; y = 310
p = 0.514000; confidence = 0.490000; image = 146; scale_factor = 0.979780; x = 1154; y = 296
p = 0.436500; confidence = 0.460000; image = 146; scale_factor = 1.175730; x = 1150; y = 274
p = 0.436500; confidence = 0.410000; image = 146; scale_factor = 1.175730; x = 1146; y = 291
p = 0.370200; confidence = 0.410000; image = 147; scale_factor = 0.567000; x = 1176; y = 253
p = 0.395400; confidence = 0.430000; image = 147; scale_factor = 0.567000; x = 333; y = 276
p = 0.370200; confidence = 0.480000; image = 147; scale_factor = 0.567000; x = 1182; y = 255
p = 0.370200; confidence = 0.490000; image = 147; scale_factor = 0.567000; x = 1179; y = 257
p = 0.348700; confidence = 0.400000; image = 148; scale_factor = 0.816480; x = 188; y = 365
p = 0.700200; confidence = 0.560000; image = 149; scale_factor = 0.567000; x = 1168; y = 224
p = 0.722100; confidence = 0.590000; image = 149; scale_factor = 0.567000; x = 319; y = 236
p = 0.805600; confidence = 0.620000; image = 149; scale_factor = 0.567000; x = 1170; y = 225
p = 0.700200; confidence = 0.550000; image = 149; scale_factor = 0.567000; x = 1174; y = 236
p = 0.953100; confidence = 0.770000; image = 149; scale_factor = 0.680400; x = 322; y = 223
p = 0.853100; confidence = 0.670000; image = 149; scale_factor = 0.680400; x = 1188; y = 226
p = 0.953100; confidence = 0.730000; image = 149; scale_factor = 0.680400; x = 331; y = 227
p = 0.953100; confidence = 0.740000; image = 149; scale_factor = 0.680400; x = 329; y = 227
p = 0.948100; confidence = 0.720000; image = 149; scale_factor = 0.680400; x = 1182; y = 233
p = 0.913100; confidence = 0.650000; image = 149; scale_factor = 0.816480; x = 323; y = 221
p = 0.913100; confidence = 0.700000; image = 149; scale_factor = 0.816480; x = 330; y = 219
p = 0.904300; confidence = 0.620000; image = 149; scale_factor = 0.816480; x = 1172; y = 221
p = 0.904300; confidence = 0.670000; image = 149; scale_factor = 0.816480; x = 1185; y = 223
p = 0.807800; confidence = 0.560000; image = 149; scale_factor = 0.979780; x = 1173; y = 218
p = 0.807800; confidence = 0.530000; image = 149; scale_factor = 0.979780; x = 1176; y = 217
p = 0.332000; confidence = 0.410000; image = 149; scale_factor = 0.979780; x = 315; y = 328
p = 0.804700; confidence = 0.510000; image = 152; scale_factor = 0.567000; x = 956; y = 326
p = 0.852400; confidence = 0.600000; image = 152; scale_factor = 0.680400; x = 955; y = 320
p = 0.911100; confidence = 0.650000; image = 152; scale_factor = 0.680400; x = 963; y = 320
p = 0.911100; confidence = 0.640000; image = 152; scale_factor = 0.680400; x = 953; y = 335
p = 0.852400; confidence = 0.590000; image = 152; scale_factor = 0.680400; x = 958; y = 327
p = 0.903700; confidence = 0.580000; image = 152; scale_factor = 0.816480; x = 960; y = 332
p = 0.943400; confidence = 0.630000; image = 152; scale_factor = 0.816480; x = 959; y = 326
p = 0.847800; confidence = 0.570000; image = 152; scale_factor = 0.816480; x = 950; y = 335
p = 0.317900; confidence = 0.560000; image = 153; scale_factor = 2.031660; x = 1300; y = 374
p = 0.317900; confidence = 0.550000; image = 153; scale_factor = 2.031660; x = 1300; y = 375
p = 0.983100; confidence = 0.710000; image = 155; scale_factor = 0.979780; x = 872; y = 263
p = 0.912400; confidence = 0.580000; image = 155; scale_factor = 0.979780; x = 869; y = 264
p = 0.912400; confidence = 0.540000; image = 155; scale_factor = 0.979780; x = 873; y = 261
p = 0.983100; confidence = 0.710000; image = 155; scale_factor = 0.979780; x = 872; y = 264
p = 0.977100; confidence = 0.720000; image = 155; scale_factor = 1.175730; x = 870; y = 269
p = 0.785900; confidence = 0.560000; image = 155; scale_factor = 1.410880; x = 872; y = 260
p = 0.785900; confidence = 0.520000; image = 155; scale_factor = 1.410880; x = 861; y = 271
p = 0.855500; confidence = 0.600000; image = 158; scale_factor = 0.816480; x = 390; y = 234
p = 0.598400; confidence = 0.430000; image = 158; scale_factor = 0.816480; x = 393; y = 269
p = 0.888000; confidence = 0.580000; image = 158; scale_factor = 0.816480; x = 996; y = 223
p = 0.888000; confidence = 0.570000; image = 158; scale_factor = 0.816480; x = 1003; y = 227
p = 0.855500; confidence = 0.600000; image = 158; scale_factor = 0.816480; x = 393; y = 233
p = 0.892500; confidence = 0.620000; image = 158; scale_factor = 0.979780; x = 391; y = 236
p = 0.892500; confidence = 0.680000; image = 158; scale_factor = 0.979780; x = 387; y = 234
p = 0.862300; confidence = 0.550000; image = 158; scale_factor = 0.979780; x = 999; y = 235
p = 0.862300; confidence = 0.590000; image = 158; scale_factor = 0.979780; x = 996; y = 222
p = 0.958800; confidence = 0.640000; image = 158; scale_factor = 0.979780; x = 385; y = 266
p = 0.958800; confidence = 0.630000; image = 158; scale_factor = 0.979780; x = 391; y = 263
p = 0.946100; confidence = 0.560000; image = 158; scale_factor = 0.979780; x = 1000; y = 265
p = 0.958000; confidence = 0.650000; image = 158; scale_factor = 1.175730; x = 1003; y = 263
p = 0.905700; confidence = 0.600000; image = 158; scale_factor = 1.175730; x = 386; y = 262
p = 0.958000; confidence = 0.680000; image = 158; scale_factor = 1.175730; x = 1003; y = 261
p = 0.927800; confidence = 0.510000; image = 158; scale_factor = 1.175730; x = 1000; y = 263
p = 0.822000; confidence = 0.500000; image = 158; scale_factor = 1.410880; x = 384; y = 263
p = 0.916500; confidence = 0.620000; image = 158; scale_factor = 1.410880; x = 1005; y = 258
p = 0.357000; confidence = 0.460000; image = 158; scale_factor = 1.410880; x = 1002; y = 259
p = 0.451700; confidence = 0.400000; image = 159; scale_factor = 0.680400; x = 1094; y = 301
p = 0.821000; confidence = 0.520000; image = 160; scale_factor = 1.175730; x = 1037; y = 221
p = 0.821000; confidence = 0.510000; image = 160; scale_factor = 1.175730; x = 1034; y = 217
p = 0.523800; confidence = 0.570000; image = 160; scale_factor = 1.175730; x = 603; y = 224
p = 0.821000; confidence = 0.550000; image = 160; scale_factor = 1.175730; x = 1035; y = 222
p = 0.346000; confidence = 0.550000; image = 160; scale_factor = 1.410880; x = 604; y = 223
p = 0.688100; confidence = 0.560000; image = 160; scale_factor = 1.410880; x = 1034; y = 218
p = 0.688100; confidence = 0.500000; image = 160; scale_factor = 1.410880; x = 1035; y = 217
p = 0.688100; confidence = 0.520000; image = 160; scale_factor = 1.410880; x = 1038; y = 217
p = 0.688100; confidence = 0.580000; image = 160; scale_factor = 1.410880; x = 1036; y = 218
p = 0.480700; confidence = 0.510000; image = 160; scale_factor = 1.693050; x = 609; y = 245
p = 0.480700; confidence = 0.550000; image = 160; scale_factor = 1.693050; x = 603; y = 242
p = 0.481100; confidence = 0.540000; image = 160; scale_factor = 2.031660; x = 1033; y = 238
p = 0.466900; confidence = 0.410000; image = 163; scale_factor = 0.567000; x = 1018; y = 251
p = 0.540600; confidence = 0.400000; image = 166; scale_factor = 0.979780; x = 276; y = 292
p = 0.421500; confidence = 0.470000; image = 173; scale_factor = 0.680400; x = 925; y = 248
p = 0.383300; confidence = 0.480000; image = 173; scale_factor = 0.979780; x = 467; y = 375
p = 0.884100; confidence = 0.580000; image = 173; scale_factor = 1.175730; x = 889; y = 269
p = 0.931200; confidence = 0.640000; image = 173; scale_factor = 1.175730; x = 890; y = 269
p = 0.785900; confidence = 0.570000; image = 173; scale_factor = 1.410880; x = 887; y = 278
p = 0.867000; confidence = 0.670000; image = 173; scale_factor = 1.410880; x = 893; y = 267
p = 0.785900; confidence = 0.600000; image = 173; scale_factor = 1.410880; x = 893; y = 276
p = 0.696100; confidence = 0.550000; image = 173; scale_factor = 1.693050; x = 894; y = 269
p = 0.542200; confidence = 0.480000; image = 174; scale_factor = 0.816480; x = 951; y = 269
p = 0.948700; confidence = 0.660000; image = 174; scale_factor = 0.979780; x = 946; y = 264
p = 0.912400; confidence = 0.550000; image = 174; scale_factor = 0.979780; x = 944; y = 272
p = 0.948700; confidence = 0.680000; image = 174; scale_factor = 0.979780; x = 949; y = 270
p = 0.884100; confidence = 0.540000; image = 174; scale_factor = 1.175730; x = 944; y = 272
p = 0.931200; confidence = 0.640000; image = 174; scale_factor = 1.175730; x = 948; y = 270
p = 0.342000; confidence = 0.480000; image = 175; scale_factor = 0.567000; x = 897; y = 292
p = 0.935100; confidence = 0.660000; image = 175; scale_factor = 0.680400; x = 908; y = 286
p = 0.978400; confidence = 0.730000; image = 175; scale_factor = 0.680400; x = 907; y = 297
p = 0.978400; confidence = 0.740000; image = 175; scale_factor = 0.680400; x = 911; y = 297
p = 0.986600; confidence = 0.740000; image = 175; scale_factor = 0.816480; x = 908; y = 298
p = 0.959000; confidence = 0.700000; image = 175; scale_factor = 0.816480; x = 911; y = 302
p = 0.986600; confidence = 0.730000; image = 175; scale_factor = 0.816480; x = 908; y = 299
p = 0.912400; confidence = 0.580000; image = 175; scale_factor = 0.979780; x = 908; y = 304
p = 0.912400; confidence = 0.590000; image = 175; scale_factor = 0.979780; x = 907; y = 304
p = 0.327700; confidence = 0.420000; image = 175; scale_factor = 1.175730; x = 1077; y = 394
p = 0.542200; confidence = 0.440000; image = 176; scale_factor = 0.816480; x = 876; y = 272
p = 0.948700; confidence = 0.690000; image = 176; scale_factor = 0.979780; x = 880; y = 275
p = 0.912400; confidence = 0.520000; image = 176; scale_factor = 0.979780; x = 879; y = 278
p = 0.948700; confidence = 0.640000; image = 176; scale_factor = 0.979780; x = 878; y = 278
p = 0.931200; confidence = 0.690000; image = 176; scale_factor = 1.175730; x = 877; y = 272
p = 0.931200; confidence = 0.660000; image = 176; scale_factor = 1.175730; x = 878; y = 271
p = 0.931200; confidence = 0.650000; image = 176; scale_factor = 1.175730; x = 877; y = 284
p = 0.931200; confidence = 0.630000; image = 177; scale_factor = 1.175730; x = 848; y = 259
p = 0.931200; confidence = 0.630000; image = 177; scale_factor = 1.175730; x = 847; y = 259
